id,ema_pullback,ema_trend_h1,adx_period,adx_threshold,rsi_period,atr_period,rsi_long_min,rsi_long_max,rsi_short_min,rsi_short_max,atr_multiplier,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
327,21,200,14,15,14,14,45,65,35,50,2.5,10000,6641.34,-3358.66,-33.59,-56.59,-0.14,-0.05,-1.44,39.37,245,33.88,0.81,-13.71,619.29,-319.85,0.00075,0.0005,38.24,-71.83
328,21,200,14,15,14,14,45,65,35,55,1.5,10000,6313.92,-3686.08,-36.86,-60.84,-0.19,-0.11,-1.35,44.99,403,31.76,0.79,-9.15,526.68,-221.74,0.00075,0.0005,38.24,-75.1
329,21,200,14,15,14,14,45,65,35,55,2.0,10000,5939.87,-4060.13,-40.6,-65.43,-0.2,-0.09,-1.37,47.7,311,32.15,0.77,-13.06,498.52,-245.85,0.00075,0.0005,38.24,-78.84
330,21,200,14,15,14,14,45,65,35,55,2.5,10000,6377.83,-3622.17,-36.22,-60.03,-0.15,-0.06,-1.39,43.09,248,33.47,0.79,-14.61,581.34,-307.16,0.00075,0.0005,38.24,-74.46
331,21,200,14,15,14,14,45,65,40,50,1.5,10000,6955.6,-3044.4,-30.44,-52.3,-0.16,-0.09,-1.4,37.36,361,31.02,0.82,-8.43,601.98,-198.12,0.00075,0.0005,38.24,-68.68
332,21,200,14,15,14,14,45,65,40,50,2.0,10000,6681.92,-3318.08,-33.18,-56.05,-0.16,-0.07,-1.45,38.59,286,32.52,0.8,-11.6,616.44,-253.19,0.00075,0.0005,38.24,-71.42
333,21,200,14,15,14,14,45,65,40,50,2.5,10000,7250.68,-2749.32,-27.49,-48.08,-0.11,-0.04,-1.37,35.09,231,33.77,0.84,-11.9,663.04,-344.23,0.00075,0.0005,38.24,-65.73
334,21,200,14,15,14,14,45,65,40,55,1.5,10000,7080.15,-2919.85,-29.2,-50.54,-0.14,-0.08,-1.32,38.41,379,31.93,0.83,-7.7,599.55,-201.51,0.00075,0.0005,38.24,-67.44
335,21,200,14,15,14,14,45,65,40,55,2.0,10000,6237.51,-3762.49,-37.62,-61.81,-0.18,-0.08,-1.44,43.04,300,32.0,0.78,-12.54,577.35,-245.85,0.00075,0.0005,38.24,-75.86
336,21,200,14,15,14,14,45,65,40,55,2.5,10000,6554.49,-3445.51,-34.46,-57.74,-0.15,-0.06,-1.43,40.43,237,32.91,0.79,-14.54,613.98,-311.18,0.00075,0.0005,38.24,-72.7
337,21,200,14,20,14,14,40,60,35,50,1.5,10000,6622.99,-3377.01,-33.77,-56.84,-0.18,-0.1,-1.37,41.5,344,31.98,0.78,-9.82,566.95,-223.47,0.00075,0.0005,38.24,-72.01
338,21,200,14,20,14,14,40,60,35,50,2.0,10000,5991.3,-4008.7,-40.09,-64.82,-0.21,-0.09,-1.44,44.87,269,31.23,0.73,-14.9,528.21,-249.13,0.00075,0.0005,38.24,-78.33
339,21,200,14,20,14,14,40,60,35,50,2.5,10000,6433.68,-3566.32,-35.66,-59.32,-0.16,-0.06,-1.46,40.69,221,32.13,0.77,-16.14,639.27,-309.85,0.00075,0.0005,38.24,-73.9
340,21,200,14,20,14,14,40,60,35,55,1.5,10000,6690.94,-3309.06,-33.09,-55.93,-0.18,-0.09,-1.3,43.01,362,32.6,0.79,-9.14,559.62,-226.41,0.00075,0.0005,38.24,-71.33
341,21,200,14,20,14,14,40,60,35,55,2.0,10000,6058.88,-3941.12,-39.41,-64.0,-0.21,-0.09,-1.37,46.6,277,31.05,0.74,-14.23,522.87,-249.13,0.00075,0.0005,38.24,-77.65
342,21,200,14,20,14,14,40,60,35,55,2.5,10000,6204.68,-3795.32,-37.95,-62.21,-0.17,-0.06,-1.43,43.64,227,31.72,0.76,-16.72,582.88,-305.8,0.00075,0.0005,38.24,-76.19
343,21,200,14,20,14,14,40,60,40,50,1.5,10000,7430.35,-2569.65,-25.7,-45.43,-0.13,-0.07,-1.29,35.08,317,32.18,0.83,-8.11,643.11,-211.64,0.00075,0.0005,38.24,-63.94
344,21,200,14,20,14,14,40,60,40,50,2.0,10000,6464.11,-3535.89,-35.36,-58.92,-0.18,-0.08,-1.49,39.64,253,31.23,0.76,-13.98,578.22,-249.13,0.00075,0.0005,38.24,-73.6
345,21,200,14,20,14,14,40,60,40,50,2.5,10000,6710.62,-3289.38,-32.89,-55.66,-0.15,-0.05,-1.46,38.11,207,31.4,0.79,-15.89,653.01,-318.59,0.00075,0.0005,38.24,-71.13
346,21,200,14,20,14,14,40,60,40,55,1.5,10000,7405.53,-2594.47,-25.94,-45.8,-0.13,-0.07,-1.22,37.44,339,32.74,0.83,-7.65,627.93,-210.77,0.00075,0.0005,38.24,-64.18
347,21,200,14,20,14,14,40,60,40,55,2.0,10000,6169.48,-3830.52,-38.31,-62.65,-0.2,-0.09,-1.41,44.59,268,30.6,0.75,-14.29,554.39,-249.13,0.00075,0.0005,38.24,-76.55
348,21,200,14,20,14,14,40,60,40,55,2.5,10000,6232.58,-3767.42,-37.67,-61.87,-0.17,-0.06,-1.43,43.35,217,30.88,0.75,-17.36,600.88,-305.8,0.00075,0.0005,38.24,-75.91
349,21,200,14,20,14,14,40,65,35,50,1.5,10000,6756.37,-3243.63,-32.44,-55.05,-0.17,-0.09,-1.37,40.1,365,31.51,0.81,-8.89,578.89,-222.83,0.00075,0.0005,38.24,-70.68
350,21,200,14,20,14,14,40,65,35,50,2.0,10000,5916.59,-4083.41,-40.83,-65.71,-0.21,-0.09,-1.48,44.45,286,30.77,0.75,-14.28,522.03,-250.86,0.00075,0.0005,38.24,-79.07
351,21,200,14,20,14,14,40,65,35,50,2.5,10000,6187.42,-3812.58,-38.13,-62.43,-0.17,-0.06,-1.45,42.96,233,31.76,0.76,-16.36,594.28,-309.64,0.00075,0.0005,38.24,-76.37
352,21,200,14,20,14,14,40,65,35,55,1.5,10000,6834.22,-3165.78,-31.66,-53.98,-0.16,-0.09,-1.3,41.64,382,32.2,0.82,-8.29,571.41,-225.77,0.00075,0.0005,38.24,-69.9
353,21,200,14,20,14,14,40,65,35,55,2.0,10000,5990.82,-4009.18,-40.09,-64.82,-0.2,-0.09,-1.41,46.07,293,30.72,0.76,-13.68,516.76,-250.86,0.00075,0.0005,38.24,-78.33
354,21,200,14,20,14,14,40,65,35,55,2.5,10000,5873.92,-4126.08,-41.26,-66.21,-0.19,-0.07,-1.42,46.64,237,31.22,0.74,-17.41,551.48,-309.64,0.00075,0.0005,38.24,-79.5
355,21,200,14,20,14,14,40,65,40,50,1.5,10000,7596.3,-2403.7,-24.04,-42.91,-0.12,-0.06,-1.28,33.45,338,31.66,0.85,-7.11,658.06,-216.36,0.00075,0.0005,38.24,-62.28
356,21,200,14,20,14,14,40,65,40,50,2.0,10000,6401.86,-3598.14,-35.98,-59.72,-0.18,-0.08,-1.53,38.99,270,30.74,0.77,-13.33,573.1,-250.86,0.00075,0.0005,38.24,-74.22
357,21,200,14,20,14,14,40,65,40,50,2.5,10000,6477.03,-3522.97,-35.23,-58.75,-0.16,-0.06,-1.46,40.36,219,31.05,0.77,-16.09,609.24,-309.64,0.00075,0.0005,38.24,-73.47
358,21,200,14,20,14,14,40,65,40,55,1.5,10000,7580.4,-2419.6,-24.2,-43.16,-0.11,-0.06,-1.21,35.8,359,32.31,0.86,-6.74,642.53,-215.75,0.00075,0.0005,38.24,-62.44
359,21,200,14,20,14,14,40,65,40,55,2.0,10000,6117.72,-3882.28,-38.82,-63.29,-0.2,-0.09,-1.44,43.85,284,30.28,0.76,-13.67,549.48,-250.86,0.00075,0.0005,38.24,-77.06
360,21,200,14,20,14,14,40,65,40,55,2.5,10000,5921.61,-4078.39,-40.78,-65.65,-0.19,-0.07,-1.42,46.18,227,30.4,0.74,-17.97,570.56,-309.64,0.00075,0.0005,38.24,-79.02
361,21,200,14,20,14,14,45,60,35,50,1.5,10000,6163.84,-3836.16,-38.36,-62.72,-0.22,-0.11,-1.44,43.45,334,30.54,0.73,-11.49,534.75,-218.67,0.00075,0.0005,38.24,-76.6
362,21,200,14,20,14,14,45,60,35,50,2.0,10000,6174.54,-3825.46,-38.25,-62.59,-0.2,-0.08,-1.44,43.44,265,31.7,0.74,-14.44,541.21,-248.85,0.00075,0.0005,38.24,-76.49
363,21,200,14,20,14,14,45,60,35,50,2.5,10000,6853.93,-3146.07,-31.46,-53.71,-0.14,-0.05,-1.46,36.82,215,33.02,0.8,-14.63,675.04,-330.09,0.00075,0.0005,38.24,-69.7
364,21,200,14,20,14,14,45,60,35,55,1.5,10000,6227.08,-3772.92,-37.73,-61.94,-0.21,-0.11,-1.38,44.82,352,31.25,0.75,-10.72,527.84,-221.56,0.00075,0.0005,38.24,-75.97
365,21,200,14,20,14,14,45,60,35,55,2.0,10000,6244.19,-3755.81,-37.56,-61.72,-0.2,-0.08,-1.36,45.23,273,31.5,0.75,-13.76,535.74,-248.85,0.00075,0.0005,38.24,-75.8
366,21,200,14,20,14,14,45,60,35,55,2.5,10000,6609.97,-3390.03,-33.9,-57.01,-0.15,-0.05,-1.43,39.96,221,32.58,0.78,-15.34,615.49,-318.34,0.00075,0.0005,38.24,-72.14
367,21,200,14,20,14,14,45,60,40,50,1.5,10000,6907.65,-3092.35,-30.92,-52.97,-0.17,-0.09,-1.44,36.88,307,30.62,0.78,-10.07,605.92,-196.75,0.00075,0.0005,38.24,-69.16
368,21,200,14,20,14,14,45,60,40,50,2.0,10000,6652.06,-3347.94,-33.48,-56.45,-0.17,-0.07,-1.48,38.17,249,31.73,0.77,-13.45,591.58,-252.06,0.00075,0.0005,38.24,-71.72
369,21,200,14,20,14,14,45,60,40,50,2.5,10000,7135.86,-2864.14,-28.64,-49.75,-0.12,-0.04,-1.46,34.19,201,32.34,0.81,-14.25,688.28,-338.78,0.00075,0.0005,38.24,-66.88
370,21,200,14,20,14,14,45,60,40,55,1.5,10000,6884.58,-3115.42,-31.15,-53.29,-0.17,-0.09,-1.36,39.18,329,31.31,0.79,-9.47,591.62,-195.94,0.00075,0.0005,38.24,-69.39
371,21,200,14,20,14,14,45,60,40,55,2.0,10000,6348.87,-3651.13,-36.51,-60.4,-0.19,-0.08,-1.41,42.92,264,31.06,0.76,-13.83,567.2,-248.85,0.00075,0.0005,38.24,-74.75
372,21,200,14,20,14,14,45,60,40,55,2.5,10000,6627.53,-3372.47,-33.72,-56.78,-0.15,-0.05,-1.43,39.76,211,31.75,0.78,-15.98,633.33,-314.64,0.00075,0.0005,38.24,-71.96
373,21,200,14,20,14,14,45,65,35,50,1.5,10000,6454.41,-3545.59,-35.46,-59.05,-0.19,-0.1,-1.46,40.38,357,30.53,0.78,-9.93,561.31,-218.06,0.00075,0.0005,38.24,-73.7
374,21,200,14,20,14,14,45,65,35,50,2.0,10000,6149.39,-3850.61,-38.51,-62.9,-0.2,-0.08,-1.47,42.89,280,31.43,0.76,-13.75,536.16,-250.86,0.00075,0.0005,38.24,-76.75
375,21,200,14,20,14,14,45,65,35,50,2.5,10000,6609.54,-3390.46,-33.9,-57.02,-0.15,-0.05,-1.46,39.07,226,32.74,0.79,-15.0,624.68,-318.32,0.00075,0.0005,38.24,-72.14
376,21,200,14,20,14,14,45,65,35,55,1.5,10000,6528.79,-3471.21,-34.71,-58.08,-0.18,-0.1,-1.39,41.92,374,31.28,0.79,-9.28,554.05,-220.93,0.00075,0.0005,38.24,-72.95
377,21,200,14,20,14,14,45,65,35,55,2.0,10000,6226.54,-3773.46,-37.73,-61.94,-0.19,-0.08,-1.39,44.55,287,31.36,0.77,-13.15,530.74,-250.86,0.00075,0.0005,38.24,-75.97
378,21,200,14,20,14,14,45,65,35,55,2.5,10000,6274.66,-3725.34,-37.25,-61.34,-0.16,-0.06,-1.42,43.25,230,32.17,0.76,-16.2,579.69,-309.64,0.00075,0.0005,38.24,-75.49
379,21,200,14,20,14,14,45,65,40,50,1.5,10000,7256.81,-2743.19,-27.43,-47.99,-0.14,-0.07,-1.44,33.37,330,30.61,0.82,-8.31,638.08,-206.69,0.00075,0.0005,38.24,-65.67
380,21,200,14,20,14,14,45,65,40,50,2.0,10000,6653.76,-3346.24,-33.46,-56.43,-0.17,-0.07,-1.51,37.31,264,31.44,0.78,-12.68,588.61,-252.12,0.00075,0.0005,38.24,-71.7
381,21,200,14,20,14,14,45,65,40,50,2.5,10000,6918.91,-3081.09,-30.81,-52.81,-0.13,-0.05,-1.42,37.31,212,32.08,0.8,-14.53,640.39,-328.48,0.00075,0.0005,38.24,-69.05
382,21,200,14,20,14,14,45,65,40,55,1.5,10000,7241.62,-2758.38,-27.58,-48.22,-0.14,-0.08,-1.35,35.77,351,31.34,0.83,-7.86,623.02,-206.1,0.00075,0.0005,38.24,-65.82
383,21,200,14,20,14,14,45,65,40,55,2.0,10000,6358.43,-3641.57,-36.42,-60.28,-0.18,-0.08,-1.45,41.58,278,30.94,0.77,-13.1,564.35,-250.86,0.00075,0.0005,38.24,-74.66
384,21,200,14,20,14,14,45,65,40,55,2.5,10000,6325.6,-3674.4,-36.74,-60.7,-0.17,-0.06,-1.43,42.51,220,31.36,0.76,-16.7,599.74,-309.64,0.00075,0.0005,38.24,-74.98
385,21,200,14,25,14,14,40,60,35,50,1.5,10000,6660.55,-3339.45,-33.39,-56.34,-0.21,-0.09,-1.35,41.78,297,31.99,0.75,-11.24,517.61,-218.95,0.00075,0.0005,38.24,-71.63
386,21,200,14,25,14,14,40,60,35,50,2.0,10000,5976.14,-4023.86,-40.24,-65.0,-0.25,-0.09,-1.46,44.61,235,30.64,0.7,-17.12,468.67,-280.77,0.00075,0.0005,38.24,-78.48
387,21,200,14,25,14,14,40,60,35,50,2.5,10000,6206.54,-3793.46,-37.93,-62.19,-0.2,-0.06,-1.43,43.6,197,31.98,0.73,-19.26,491.23,-341.56,0.00075,0.0005,38.24,-76.17
388,21,200,14,25,14,14,40,60,35,55,1.5,10000,6803.38,-3196.62,-31.97,-54.41,-0.19,-0.09,-1.29,42.1,311,32.48,0.77,-10.28,528.71,-221.83,0.00075,0.0005,38.24,-70.21
389,21,200,14,25,14,14,40,60,35,55,2.0,10000,5923.76,-4076.24,-40.76,-65.62,-0.25,-0.09,-1.4,46.98,242,30.17,0.7,-16.84,464.56,-287.0,0.00075,0.0005,38.24,-79.0
390,21,200,14,25,14,14,40,60,35,55,2.5,10000,5837.72,-4162.28,-41.62,-66.63,-0.22,-0.07,-1.4,47.73,205,31.22,0.7,-20.3,462.04,-332.54,0.00075,0.0005,38.24,-79.86
391,21,200,14,25,14,14,40,60,40,50,1.5,10000,7271.71,-2728.29,-27.28,-47.78,-0.17,-0.07,-1.29,36.91,277,31.77,0.78,-9.85,565.1,-207.12,0.00075,0.0005,38.24,-65.52
392,21,200,14,25,14,14,40,60,40,50,2.0,10000,6414.99,-3585.01,-35.85,-59.56,-0.22,-0.08,-1.46,40.8,224,30.36,0.72,-16.0,503.08,-249.13,0.00075,0.0005,38.24,-74.09
393,21,200,14,25,14,14,40,60,40,50,2.5,10000,6507.87,-3492.13,-34.92,-58.35,-0.18,-0.06,-1.46,40.08,189,31.22,0.75,-18.48,515.08,-308.96,0.00075,0.0005,38.24,-73.16
394,21,200,14,25,14,14,40,60,40,55,1.5,10000,7358.21,-2641.79,-26.42,-46.5,-0.16,-0.07,-1.21,38.32,294,32.31,0.8,-8.99,571.82,-209.58,0.00075,0.0005,38.24,-64.66
395,21,200,14,25,14,14,40,60,40,55,2.0,10000,6025.29,-3974.71,-39.75,-64.41,-0.24,-0.09,-1.4,45.89,237,29.54,0.71,-16.77,472.52,-249.13,0.00075,0.0005,38.24,-77.99
396,21,200,14,25,14,14,40,60,40,55,2.5,10000,5846.88,-4153.12,-41.53,-66.52,-0.22,-0.07,-1.42,46.86,199,30.15,0.7,-20.87,462.76,-305.8,0.00075,0.0005,38.24,-79.77
397,21,200,14,25,14,14,40,65,35,50,1.5,10000,7071.27,-2928.73,-29.29,-50.67,-0.17,-0.08,-1.35,37.55,315,32.06,0.8,-9.3,549.52,-219.65,0.00075,0.0005,38.24,-67.53
398,21,200,14,25,14,14,40,65,35,50,2.0,10000,6112.85,-3887.15,-38.87,-63.35,-0.22,-0.08,-1.46,43.32,248,30.65,0.73,-15.67,479.39,-276.97,0.00075,0.0005,38.24,-77.11
399,21,200,14,25,14,14,40,65,35,50,2.5,10000,6149.59,-3850.41,-38.5,-62.89,-0.19,-0.06,-1.43,44.12,206,32.04,0.73,-18.69,486.72,-320.77,0.00075,0.0005,38.24,-76.74
400,21,200,14,25,14,14,40,65,35,55,1.5,10000,7231.96,-2768.04,-27.68,-48.36,-0.15,-0.07,-1.26,38.5,328,32.62,0.82,-8.44,562.01,-222.54,0.00075,0.0005,38.24,-65.92
401,21,200,14,25,14,14,40,65,35,55,2.0,10000,6066.85,-3933.15,-39.33,-63.91,-0.22,-0.08,-1.42,44.95,254,30.31,0.73,-15.48,475.78,-283.12,0.00075,0.0005,38.24,-77.57
402,21,200,14,25,14,14,40,65,35,55,2.5,10000,5693.75,-4306.25,-43.06,-68.29,-0.22,-0.07,-1.39,49.02,212,31.13,0.7,-20.31,450.64,-317.84,0.00075,0.0005,38.24,-81.3
403,21,200,14,25,14,14,40,65,40,50,1.5,10000,7720.12,-2279.88,-22.8,-41.0,-0.13,-0.06,-1.23,33.24,295,31.86,0.84,-7.73,599.95,-219.89,0.00075,0.0005,38.24,-61.04
404,21,200,14,25,14,14,40,65,40,50,2.0,10000,6561.73,-3438.27,-34.38,-57.65,-0.19,-0.07,-1.49,38.57,237,30.38,0.76,-14.51,514.59,-248.64,0.00075,0.0005,38.24,-72.62
405,21,200,14,25,14,14,40,65,40,50,2.5,10000,6448.16,-3551.84,-35.52,-59.13,-0.18,-0.06,-1.41,41.88,198,31.31,0.75,-17.94,510.35,-306.13,0.00075,0.0005,38.24,-73.76
406,21,200,14,25,14,14,40,65,40,55,1.5,10000,7821.73,-2178.27,-21.78,-39.41,-0.11,-0.06,-1.14,34.67,311,32.48,0.85,-7.0,607.84,-222.79,0.00075,0.0005,38.24,-60.02
407,21,200,14,25,14,14,40,65,40,55,2.0,10000,6170.83,-3829.17,-38.29,-62.63,-0.22,-0.08,-1.43,43.82,249,29.72,0.74,-15.38,483.94,-246.13,0.00075,0.0005,38.24,-76.53
408,21,200,14,25,14,14,40,65,40,55,2.5,10000,5702.69,-4297.31,-42.97,-68.19,-0.23,-0.08,-1.42,48.17,206,30.1,0.7,-20.86,451.35,-301.29,0.00075,0.0005,38.24,-81.21
409,21,200,14,25,14,14,45,60,35,50,1.5,10000,6097.02,-3902.98,-39.03,-63.54,-0.27,-0.11,-1.42,44.87,285,30.18,0.68,-13.69,473.81,-214.25,0.00075,0.0005,38.24,-77.27
410,21,200,14,25,14,14,45,60,35,50,2.0,10000,6157.86,-3842.14,-38.42,-62.79,-0.24,-0.08,-1.47,42.86,231,31.17,0.71,-16.63,482.92,-280.45,0.00075,0.0005,38.24,-76.66
411,21,200,14,25,14,14,45,60,35,50,2.5,10000,6598.88,-3401.12,-34.01,-57.16,-0.17,-0.05,-1.43,40.04,192,32.81,0.75,-17.71,522.28,-341.25,0.00075,0.0005,38.24,-72.25
412,21,200,14,25,14,14,45,60,35,55,1.5,10000,6227.77,-3772.23,-37.72,-61.93,-0.25,-0.11,-1.37,45.23,299,30.77,0.7,-12.62,483.97,-217.08,0.00075,0.0005,38.24,-75.96
413,21,200,14,25,14,14,45,60,35,55,2.0,10000,6103.89,-3896.11,-38.96,-63.45,-0.24,-0.08,-1.4,45.3,238,30.67,0.71,-16.37,478.69,-286.68,0.00075,0.0005,38.24,-77.2
414,21,200,14,25,14,14,45,60,35,55,2.5,10000,6206.75,-3793.25,-37.93,-62.19,-0.2,-0.06,-1.4,44.42,200,32.0,0.72,-18.97,491.25,-332.23,0.00075,0.0005,38.24,-76.17
415,21,200,14,25,14,14,45,60,40,50,1.5,10000,6656.47,-3343.53,-33.44,-56.39,-0.23,-0.1,-1.41,39.92,265,29.81,0.71,-12.62,517.29,-191.25,0.00075,0.0005,38.24,-71.68
416,21,200,14,25,14,14,45,60,40,50,2.0,10000,6610.05,-3389.95,-33.9,-57.01,-0.21,-0.07,-1.45,39.29,220,30.91,0.73,-15.41,518.38,-250.47,0.00075,0.0005,38.24,-72.14
417,21,200,14,25,14,14,45,60,40,50,2.5,10000,6919.26,-3080.74,-30.81,-52.81,-0.16,-0.05,-1.46,36.23,184,32.07,0.77,-16.74,547.64,-328.49,0.00075,0.0005,38.24,-69.05
418,21,200,14,25,14,14,45,60,40,55,1.5,10000,6735.65,-3264.35,-32.64,-55.33,-0.21,-0.09,-1.35,40.95,282,30.5,0.73,-11.58,523.44,-191.85,0.00075,0.0005,38.24,-70.88
419,21,200,14,25,14,14,45,60,40,55,2.0,10000,6208.5,-3791.5,-37.91,-62.17,-0.23,-0.08,-1.41,44.18,233,30.04,0.72,-16.27,486.89,-248.85,0.00075,0.0005,38.24,-76.15
420,21,200,14,25,14,14,45,60,40,55,2.5,10000,6216.49,-3783.51,-37.84,-62.07,-0.2,-0.06,-1.43,43.5,194,30.93,0.72,-19.5,492.02,-305.52,0.00075,0.0005,38.24,-76.08
421,21,200,14,25,14,14,45,65,35,50,1.5,10000,6655.99,-3344.01,-33.44,-56.4,-0.21,-0.09,-1.43,39.31,306,31.05,0.76,-10.93,517.25,-214.94,0.00075,0.0005,38.24,-71.68
422,21,200,14,25,14,14,45,65,35,50,2.0,10000,6352.27,-3647.73,-36.48,-60.36,-0.21,-0.08,-1.47,41.08,242,31.4,0.74,-15.07,498.17,-276.66,0.00075,0.0005,38.24,-74.72
423,21,200,14,25,14,14,45,65,35,50,2.5,10000,6556.15,-3443.85,-34.44,-57.72,-0.17,-0.05,-1.41,41.05,200,33.0,0.76,-17.22,518.9,-320.48,0.00075,0.0005,38.24,-72.68
424,21,200,14,25,14,14,45,65,35,55,1.5,10000,6807.24,-3192.76,-31.93,-54.35,-0.19,-0.09,-1.36,40.08,319,31.66,0.78,-10.01,529.01,-217.77,0.00075,0.0005,38.24,-70.17
425,21,200,14,25,14,14,45,65,35,55,2.0,10000,6304.48,-3695.52,-36.96,-60.96,-0.21,-0.08,-1.43,42.73,248,31.05,0.74,-14.9,494.42,-282.8,0.00075,0.0005,38.24,-75.2
426,21,200,14,25,14,14,45,65,35,55,2.5,10000,6070.18,-3929.82,-39.3,-63.87,-0.2,-0.06,-1.4,45.64,206,32.04,0.72,-19.08,480.44,-317.56,0.00075,0.0005,38.24,-77.54
427,21,200,14,25,14,14,45,65,40,50,1.5,10000,7266.73,-2733.27,-27.33,-47.85,-0.16,-0.07,-1.4,34.11,286,30.77,0.79,-9.56,564.71,-206.98,0.00075,0.0005,38.24,-65.57
428,21,200,14,25,14,14,45,65,40,50,2.0,10000,6818.74,-3181.26,-31.81,-54.2,-0.18,-0.07,-1.47,36.85,231,31.17,0.77,-13.77,534.75,-258.38,0.00075,0.0005,38.24,-70.05
429,21,200,14,25,14,14,45,65,40,50,2.5,10000,6874.45,-3125.55,-31.26,-53.43,-0.15,-0.05,-1.37,39.03,192,32.29,0.78,-16.28,544.09,-326.37,0.00075,0.0005,38.24,-69.5
430,21,200,14,25,14,14,45,65,40,55,1.5,10000,7362.37,-2637.63,-26.38,-46.44,-0.15,-0.07,-1.3,35.59,302,31.46,0.81,-8.73,572.15,-209.7,0.00075,0.0005,38.24,-64.62
431,21,200,14,25,14,14,45,65,40,55,2.0,10000,6412.53,-3587.47,-35.87,-59.59,-0.2,-0.08,-1.43,41.55,243,30.45,0.75,-14.76,502.89,-245.85,0.00075,0.0005,38.24,-74.11
432,21,200,14,25,14,14,45,65,40,55,2.5,10000,6079.7,-3920.3,-39.2,-63.75,-0.21,-0.07,-1.42,44.74,200,31.0,0.72,-19.6,481.19,-301.01,0.00075,0.0005,38.24,-77.44
433,34,100,14,15,14,14,40,60,35,50,1.5,10000,9393.65,-606.35,-6.06,-11.97,-0.02,-0.01,-0.65,18.52,288,34.72,0.96,-2.11,808.12,-214.67,0.00075,0.0005,38.24,-44.3
434,34,100,14,15,14,14,40,60,35,50,2.0,10000,8907.1,-1092.9,-10.93,-21.02,-0.04,-0.02,-0.92,22.83,234,35.47,0.92,-4.67,766.95,-245.89,0.00075,0.0005,38.24,-49.17
435,34,100,14,15,14,14,40,60,35,50,2.5,10000,8424.94,-1575.06,-15.75,-29.49,-0.05,-0.02,-1.02,28.81,201,35.32,0.9,-7.84,786.32,-314.15,0.00075,0.0005,38.24,-53.99
436,34,100,14,15,14,14,40,60,35,55,1.5,10000,9327.53,-672.47,-6.72,-13.23,-0.02,-0.01,-0.59,22.41,314,34.39,0.95,-2.14,770.46,-211.0,0.00075,0.0005,38.24,-44.96
437,34,100,14,15,14,14,40,60,35,55,2.0,10000,9139.2,-860.8,-8.61,-16.77,-0.02,-0.01,-0.71,23.53,255,36.08,0.94,-3.38,760.61,-248.41,0.00075,0.0005,38.24,-46.85
438,34,100,14,15,14,14,40,60,35,55,2.5,10000,9060.61,-939.39,-9.39,-18.22,-0.02,-0.01,-0.63,29.03,214,36.92,0.94,-4.39,799.5,-307.03,0.00075,0.0005,38.24,-47.63
439,34,100,14,15,14,14,40,60,40,50,1.5,10000,10248.03,248.03,2.48,5.12,0.03,0.01,0.33,15.32,271,35.79,1.02,0.92,888.31,-192.32,0.00075,0.0005,38.24,-35.76
440,34,100,14,15,14,14,40,60,40,50,2.0,10000,10116.8,116.8,1.17,2.4,0.02,0.01,0.13,18.57,218,36.7,1.01,0.54,924.42,-252.73,0.00075,0.0005,38.24,-37.07
441,34,100,14,15,14,14,40,60,40,50,2.5,10000,8449.75,-1550.25,-15.5,-29.07,-0.06,-0.02,-1.01,28.85,191,34.55,0.89,-8.12,812.91,-319.14,0.00075,0.0005,38.24,-53.74
442,34,100,14,15,14,14,40,60,40,55,1.5,10000,10147.58,147.58,1.48,3.03,0.02,0.01,0.16,19.17,298,35.23,1.01,0.5,844.55,-191.19,0.00075,0.0005,38.24,-36.76
443,34,100,14,15,14,14,40,60,40,55,2.0,10000,10109.33,109.33,1.09,2.24,0.02,0.01,0.11,20.81,241,36.93,1.01,0.45,892.84,-248.17,0.00075,0.0005,38.24,-37.15
444,34,100,14,15,14,14,40,60,40,55,2.5,10000,9287.27,-712.73,-7.13,-14.0,-0.01,-0.01,-0.53,26.18,205,36.59,0.95,-3.48,844.73,-307.48,0.00075,0.0005,38.24,-45.37
445,34,100,14,15,14,14,40,65,35,50,1.5,10000,10000.39,0.39,0.0,0.01,0.02,0.01,0.0,17.01,303,34.65,1.0,0.0,861.39,-212.66,0.00075,0.0005,38.24,-38.24
446,34,100,14,15,14,14,40,65,35,50,2.0,10000,8888.3,-1111.7,-11.12,-21.36,-0.04,-0.02,-0.99,21.57,247,35.22,0.93,-4.5,766.28,-246.32,0.00075,0.0005,38.24,-49.36
447,34,100,14,15,14,14,40,65,35,50,2.5,10000,8284.72,-1715.28,-17.15,-31.87,-0.06,-0.02,-1.11,28.78,211,34.6,0.89,-8.13,773.23,-311.94,0.00075,0.0005,38.24,-55.39
448,34,100,14,15,14,14,40,65,35,55,1.5,10000,9798.19,-201.81,-2.02,-4.07,0.01,0.0,-0.19,21.07,327,34.25,0.99,-0.62,809.33,-209.03,0.00075,0.0005,38.24,-40.26
449,34,100,14,15,14,14,40,65,35,55,2.0,10000,8998.85,-1001.15,-10.01,-19.35,-0.03,-0.01,-0.83,23.43,266,35.71,0.94,-3.76,748.92,-248.84,0.00075,0.0005,38.24,-48.25
