id,ema_pullback,ema_trend_h1,rsi_period,atr_period,rsi_long_min,rsi_long_max,rsi_short_min,rsi_short_max,atr_multiplier,time_exit_hour,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
1,21,100,14,14,40,60,35,50,1.5,23,10000,7702.65,-2297.35,-22.97,-41.27,-0.1,-0.06,-1.28,32.16,530,34.91,0.89,-4.33,670.41,-223.21,0.00075,0.0005,38.24,-61.21
2,21,100,14,14,40,60,35,50,2.0,23,10000,7511.26,-2488.74,-24.89,-44.21,-0.1,-0.05,-1.33,33.23,434,35.48,0.88,-5.73,658.52,-259.96,0.00075,0.0005,38.24,-63.13
3,21,100,14,14,40,60,35,50,2.5,23,10000,7759.82,-2240.18,-22.4,-40.38,-0.08,-0.03,-1.29,31.34,384,36.46,0.9,-5.83,766.59,-339.64,0.00075,0.0005,38.24,-60.64
4,21,100,14,14,40,60,35,55,1.5,23,10000,7789.59,-2210.41,-22.1,-39.91,-0.09,-0.06,-1.19,33.4,557,35.37,0.9,-3.97,662.85,-225.71,0.00075,0.0005,38.24,-60.34
5,21,100,14,14,40,60,35,55,2.0,23,10000,7542.9,-2457.1,-24.57,-43.73,-0.1,-0.05,-1.27,34.37,458,35.81,0.89,-5.36,648.75,-259.96,0.00075,0.0005,38.24,-62.81
6,21,100,14,14,40,60,35,55,2.5,23,10000,7529.86,-2470.14,-24.7,-43.93,-0.09,-0.04,-1.29,34.04,400,37.0,0.89,-6.18,720.77,-326.36,0.00075,0.0005,38.24,-62.94
7,21,100,14,14,40,60,40,50,1.5,23,10000,8912.35,-1087.65,-10.88,-20.93,-0.04,-0.02,-0.94,22.24,484,36.16,0.95,-2.25,799.61,-211.25,0.00075,0.0005,38.24,-49.12
8,21,100,14,14,40,60,40,50,2.0,23,10000,8573.53,-1426.47,-14.26,-26.94,-0.05,-0.02,-1.14,23.59,400,36.0,0.93,-3.57,818.93,-266.16,0.00075,0.0005,38.24,-52.5
9,21,100,14,14,40,60,40,50,2.5,23,10000,9338.81,-661.19,-6.61,-13.02,-0.01,-0.0,-0.47,27.41,354,37.29,0.97,-1.87,889.82,-378.27,0.00075,0.0005,38.24,-44.85
10,21,100,14,14,40,60,40,55,1.5,23,10000,8600.34,-1399.66,-14.0,-26.47,-0.05,-0.03,-0.92,28.84,521,36.08,0.94,-2.69,758.13,-209.48,0.00075,0.0005,38.24,-52.24
11,21,100,14,14,40,60,40,55,2.0,23,10000,7720.15,-2279.85,-22.8,-41.0,-0.09,-0.04,-1.27,32.24,435,35.86,0.89,-5.24,744.78,-259.96,0.00075,0.0005,38.24,-61.04
12,21,100,14,14,40,60,40,55,2.5,23,10000,7933.79,-2066.21,-20.66,-37.62,-0.07,-0.03,-1.22,30.76,379,36.94,0.9,-5.45,765.01,-340.95,0.00075,0.0005,38.24,-58.9
13,21,100,14,14,40,65,35,50,1.5,23,10000,7498.28,-2501.72,-25.02,-44.41,-0.1,-0.06,-1.32,33.72,559,33.81,0.89,-4.48,658.95,-220.79,0.00075,0.0005,38.24,-63.26
14,21,100,14,14,40,65,35,50,2.0,23,10000,7187.48,-2812.52,-28.13,-49.0,-0.11,-0.05,-1.36,36.11,460,34.57,0.87,-6.11,634.01,-259.96,0.00075,0.0005,38.24,-66.37
15,21,100,14,14,40,65,35,50,2.5,23,10000,7407.99,-2592.01,-25.92,-45.76,-0.09,-0.04,-1.36,33.77,402,35.57,0.88,-6.45,711.94,-331.13,0.00075,0.0005,38.24,-64.16
16,21,100,14,14,40,65,35,55,1.5,23,10000,7329.08,-2670.92,-26.71,-46.93,-0.11,-0.07,-1.27,37.02,584,34.08,0.89,-4.57,628.93,-223.27,0.00075,0.0005,38.24,-64.95
17,21,100,14,14,40,65,35,55,2.0,23,10000,6985.51,-3014.49,-30.14,-51.88,-0.12,-0.06,-1.33,39.05,480,34.58,0.87,-6.28,603.76,-259.96,0.00075,0.0005,38.24,-68.38
18,21,100,14,14,40,65,35,55,2.5,23,10000,6651.81,-3348.19,-33.48,-56.45,-0.13,-0.05,-1.36,41.49,416,35.34,0.85,-8.05,640.43,-321.73,0.00075,0.0005,38.24,-71.72
19,21,100,14,14,40,65,40,50,1.5,23,10000,8675.89,-1324.11,-13.24,-25.15,-0.04,-0.03,-0.93,27.03,513,34.89,0.94,-2.58,785.95,-223.92,0.00075,0.0005,38.24,-51.48
20,21,100,14,14,40,65,40,50,2.0,23,10000,8221.88,-1778.12,-17.78,-32.92,-0.06,-0.03,-1.24,26.49,426,34.98,0.92,-4.17,790.18,-270.61,0.00075,0.0005,38.24,-56.02
21,21,100,14,14,40,65,40,50,2.5,23,10000,8814.12,-1185.88,-11.86,-22.69,-0.03,-0.01,-0.77,29.49,371,36.12,0.95,-3.2,817.01,-364.6,0.00075,0.0005,38.24,-50.1
22,21,100,14,14,40,65,40,55,1.5,23,10000,8091.9,-1908.1,-19.08,-35.06,-0.07,-0.05,-1.04,33.62,548,34.67,0.92,-3.48,719.33,-215.03,0.00075,0.0005,38.24,-57.32
23,21,100,14,14,40,65,40,55,2.0,23,10000,7165.28,-2834.72,-28.35,-49.32,-0.11,-0.06,-1.34,36.91,457,34.57,0.87,-6.2,694.64,-259.96,0.00075,0.0005,38.24,-66.59
24,21,100,14,14,40,65,40,55,2.5,23,10000,7008.64,-2991.36,-29.91,-51.56,-0.12,-0.05,-1.36,37.95,395,35.19,0.86,-7.57,679.74,-321.73,0.00075,0.0005,38.24,-68.15
25,21,100,14,14,45,60,35,50,1.5,23,10000,7541.14,-2458.86,-24.59,-43.76,-0.11,-0.06,-1.31,33.34,512,34.38,0.88,-4.8,670.06,-221.92,0.00075,0.0005,38.24,-62.83
26,21,100,14,14,45,60,35,50,2.0,23,10000,8032.11,-1967.89,-19.68,-36.04,-0.07,-0.03,-1.26,28.6,421,36.1,0.9,-4.67,700.08,-259.96,0.00075,0.0005,38.24,-57.92
27,21,100,14,14,45,60,35,50,2.5,23,10000,8537.03,-1462.97,-14.63,-27.57,-0.04,-0.02,-0.98,28.12,369,36.86,0.93,-3.96,835.02,-340.72,0.00075,0.0005,38.24,-52.87
28,21,100,14,14,45,60,35,55,1.5,23,10000,7626.25,-2373.75,-23.74,-42.45,-0.1,-0.06,-1.23,34.42,539,34.88,0.89,-4.4,662.51,-224.41,0.00075,0.0005,38.24,-61.98
29,21,100,14,14,45,60,35,55,2.0,23,10000,8065.94,-1934.06,-19.34,-35.49,-0.07,-0.03,-1.2,29.63,445,36.4,0.91,-4.35,689.71,-259.96,0.00075,0.0005,38.24,-57.58
30,21,100,14,14,45,60,35,55,2.5,23,10000,8284.03,-1715.97,-17.16,-31.88,-0.05,-0.02,-1.12,28.59,385,37.4,0.92,-4.46,785.11,-327.4,0.00075,0.0005,38.24,-55.4
31,21,100,14,14,45,60,40,50,1.5,23,10000,8709.76,-1290.24,-12.9,-24.55,-0.05,-0.03,-1.02,24.06,466,35.62,0.93,-2.77,797.75,-198.2,0.00075,0.0005,38.24,-51.14
32,21,100,14,14,45,60,40,50,2.0,23,10000,9146.94,-853.06,-8.53,-16.62,-0.02,-0.01,-0.86,19.37,387,36.69,0.96,-2.2,868.62,-260.15,0.00075,0.0005,38.24,-46.77
33,21,100,14,14,45,60,40,50,2.5,23,10000,10255.67,255.67,2.56,5.28,0.03,0.01,0.22,23.84,339,37.76,1.01,0.75,967.51,-378.79,0.00075,0.0005,38.24,-35.68
34,21,100,14,14,45,60,40,55,1.5,23,10000,8404.84,-1595.16,-15.95,-29.84,-0.06,-0.04,-0.98,30.51,503,35.59,0.92,-3.17,756.37,-199.18,0.00075,0.0005,38.24,-54.19
35,21,100,14,14,45,60,40,55,2.0,23,10000,8236.49,-1763.51,-17.64,-32.67,-0.06,-0.03,-1.19,27.48,422,36.49,0.92,-4.18,789.97,-259.96,0.00075,0.0005,38.24,-55.88
36,21,100,14,14,45,60,40,55,2.5,23,10000,8712.7,-1287.3,-12.87,-24.5,-0.04,-0.01,-0.89,27.51,364,37.36,0.94,-3.54,831.8,-341.42,0.00075,0.0005,38.24,-51.11
37,21,100,14,14,45,65,35,50,1.5,23,10000,7573.34,-2426.66,-24.27,-43.26,-0.1,-0.06,-1.31,33.06,542,33.58,0.89,-4.48,675.17,-219.52,0.00075,0.0005,38.24,-62.51
38,21,100,14,14,45,65,35,50,2.0,23,10000,7818.5,-2181.5,-21.82,-39.46,-0.08,-0.04,-1.29,30.5,447,35.35,0.9,-4.88,679.93,-259.96,0.00075,0.0005,38.24,-60.06
39,21,100,14,14,45,65,35,50,2.5,23,10000,8126.74,-1873.26,-18.73,-34.49,-0.06,-0.02,-1.15,29.98,388,36.08,0.91,-4.83,761.7,-326.27,0.00075,0.0005,38.24,-56.97
40,21,100,14,14,45,65,35,55,1.5,23,10000,7400.57,-2599.43,-25.99,-45.87,-0.11,-0.07,-1.26,36.45,567,33.86,0.89,-4.58,644.25,-221.98,0.00075,0.0005,38.24,-64.23
41,21,100,14,14,45,65,35,55,2.0,23,10000,7598.79,-2401.21,-24.01,-42.88,-0.09,-0.04,-1.27,33.7,467,35.33,0.89,-5.14,647.48,-259.96,0.00075,0.0005,38.24,-62.25
42,21,100,14,14,45,65,35,55,2.5,23,10000,7297.2,-2702.8,-27.03,-47.4,-0.1,-0.04,-1.32,35.95,402,35.82,0.88,-6.72,685.19,-321.73,0.00075,0.0005,38.24,-65.27
43,21,100,14,14,45,65,40,50,1.5,23,10000,8746.96,-1253.04,-12.53,-23.89,-0.04,-0.03,-0.89,26.74,496,34.68,0.94,-2.53,803.85,-213.91,0.00075,0.0005,38.24,-50.77
44,21,100,14,14,45,65,40,50,2.0,23,10000,8923.12,-1076.88,-10.77,-20.73,-0.03,-0.01,-0.9,22.96,413,35.84,0.95,-2.61,845.46,-266.82,0.00075,0.0005,38.24,-49.01
45,21,100,14,14,45,65,40,50,2.5,23,10000,9651.89,-348.11,-3.48,-6.97,0.0,0.0,-0.27,26.3,357,36.69,0.98,-0.98,872.54,-358.61,0.00075,0.0005,38.24,-41.72
46,21,100,14,14,45,65,40,55,1.5,23,10000,8156.12,-1843.88,-18.44,-34.01,-0.07,-0.04,-1.03,33.1,531,34.46,0.92,-3.47,735.53,-205.36,0.00075,0.0005,38.24,-56.68
47,21,100,14,14,45,65,40,55,2.0,23,10000,7776.4,-2223.6,-22.24,-40.12,-0.08,-0.04,-1.27,31.53,444,35.36,0.9,-5.01,743.23,-259.96,0.00075,0.0005,38.24,-60.48
48,21,100,14,14,45,65,40,55,2.5,23,10000,7674.8,-2325.2,-23.25,-41.7,-0.08,-0.03,-1.3,32.05,381,35.7,0.89,-6.1,725.94,-321.73,0.00075,0.0005,38.24,-61.49
49,21,150,14,14,40,60,35,50,1.5,23,10000,6386.13,-3613.87,-36.14,-59.93,-0.18,-0.11,-1.37,43.76,520,33.85,0.82,-6.95,561.77,-219.33,0.00075,0.0005,38.24,-74.38
50,21,150,14,14,40,60,35,50,2.0,23,10000,6688.61,-3311.39,-33.11,-55.96,-0.15,-0.07,-1.38,40.54,422,34.6,0.83,-7.85,576.92,-259.96,0.00075,0.0005,38.24,-71.35
51,21,150,14,14,40,60,35,50,2.5,23,10000,7438.83,-2561.17,-25.61,-45.3,-0.1,-0.04,-1.26,36.07,371,35.58,0.88,-6.9,735.25,-349.69,0.00075,0.0005,38.24,-63.85
52,21,150,14,14,40,60,35,55,1.5,23,10000,6556.88,-3443.12,-34.43,-57.71,-0.17,-0.1,-1.33,43.5,549,34.79,0.83,-6.27,563.93,-221.79,0.00075,0.0005,38.24,-72.67
53,21,150,14,14,40,60,35,55,2.0,23,10000,6607.63,-3392.37,-33.92,-57.04,-0.15,-0.07,-1.35,42.37,445,34.83,0.84,-7.62,559.13,-259.96,0.00075,0.0005,38.24,-72.16
