id,ema_pullback,ema_trend_h1,rsi_period,atr_period,rsi_long_min,rsi_long_max,rsi_short_min,rsi_short_max,atr_multiplier,time_exit_hour,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
336,50,100,14,14,45,65,40,55,2.5,23,10000,9434.94,-565.06,-5.65,-11.18,-0.01,-0.0,-0.36,30.89,229,38.86,0.95,-2.47,749.58,-244.9,0.00075,0.0005,38.24,-43.89
337,50,150,14,14,40,60,35,50,1.5,23,10000,8092.73,-1907.27,-19.07,-35.05,-0.11,-0.05,-1.13,30.96,282,37.94,0.82,-6.76,692.74,-217.45,0.00075,0.0005,38.24,-57.31
338,50,150,14,14,40,60,35,50,2.0,23,10000,8085.89,-1914.11,-19.14,-35.16,-0.1,-0.04,-1.04,33.67,239,37.66,0.83,-8.01,667.09,-219.01,0.00075,0.0005,38.24,-57.38
339,50,150,14,14,40,60,35,50,2.5,23,10000,7948.02,-2051.98,-20.52,-37.39,-0.1,-0.03,-1.12,33.28,211,37.44,0.83,-9.73,730.76,-283.4,0.00075,0.0005,38.24,-58.76
340,50,150,14,14,40,60,35,55,1.5,23,10000,8151.96,-1848.04,-18.48,-34.07,-0.1,-0.05,-1.05,32.36,307,37.79,0.84,-6.02,672.57,-213.15,0.00075,0.0005,38.24,-56.72
341,50,150,14,14,40,60,35,55,2.0,23,10000,7626.32,-2373.68,-23.74,-42.45,-0.13,-0.05,-1.1,38.67,261,37.16,0.8,-9.09,611.37,-200.86,0.00075,0.0005,38.24,-61.98
342,50,150,14,14,40,60,35,55,2.5,23,10000,7831.05,-2168.95,-21.69,-39.26,-0.11,-0.04,-1.11,35.46,232,37.5,0.83,-9.35,702.46,-243.36,0.00075,0.0005,38.24,-59.93
343,50,150,14,14,40,60,40,50,1.5,23,10000,9541.05,-458.95,-4.59,-9.14,-0.02,-0.01,-0.38,23.77,256,40.23,0.95,-1.79,777.21,-153.85,0.00075,0.0005,38.24,-42.83
344,50,150,14,14,40,60,40,50,2.0,23,10000,9685.53,-314.47,-3.14,-6.31,-0.0,-0.0,-0.23,27.74,218,39.91,0.97,-1.44,791.36,-200.86,0.00075,0.0005,38.24,-41.38
345,50,150,14,14,40,60,40,50,2.5,23,10000,9438.17,-561.83,-5.62,-11.12,-0.02,-0.01,-0.38,29.24,191,39.79,0.95,-2.94,789.06,-256.32,0.00075,0.0005,38.24,-43.86
346,50,150,14,14,40,60,40,55,1.5,23,10000,9333.78,-666.22,-6.66,-13.12,-0.03,-0.01,-0.48,27.46,284,39.44,0.94,-2.35,732.86,-153.85,0.00075,0.0005,38.24,-44.9
347,50,150,14,14,40,60,40,55,2.0,23,10000,8853.67,-1146.33,-11.46,-21.98,-0.05,-0.02,-0.62,35.24,243,39.09,0.89,-4.72,702.98,-200.86,0.00075,0.0005,38.24,-49.7
348,50,150,14,14,40,60,40,55,2.5,23,10000,8630.93,-1369.07,-13.69,-25.93,-0.06,-0.02,-0.73,35.53,216,38.89,0.88,-6.34,714.42,-237.51,0.00075,0.0005,38.24,-51.93
349,50,150,14,14,40,65,35,50,1.5,23,10000,8703.97,-1296.03,-12.96,-24.65,-0.06,-0.03,-0.93,26.4,311,37.62,0.9,-4.17,746.17,-215.76,0.00075,0.0005,38.24,-51.2
350,50,150,14,14,40,65,35,50,2.0,23,10000,7911.18,-2088.82,-20.89,-37.98,-0.11,-0.04,-1.15,32.93,264,37.12,0.83,-7.91,653.71,-213.75,0.00075,0.0005,38.24,-59.13
351,50,150,14,14,40,65,35,50,2.5,23,10000,7880.2,-2119.8,-21.2,-38.48,-0.1,-0.04,-1.13,34.17,235,37.02,0.84,-9.02,701.03,-274.0,0.00075,0.0005,38.24,-59.44
352,50,150,14,14,40,65,35,55,1.5,23,10000,8616.93,-1383.07,-13.83,-26.18,-0.06,-0.03,-0.93,28.17,335,37.31,0.89,-4.13,711.1,-211.49,0.00075,0.0005,38.24,-52.07
353,50,150,14,14,40,65,35,55,2.0,23,10000,7744.73,-2255.27,-22.55,-40.62,-0.11,-0.05,-1.14,35.71,285,36.84,0.83,-7.91,621.07,-198.75,0.00075,0.0005,38.24,-60.79
354,50,150,14,14,40,65,35,55,2.5,23,10000,7784.76,-2215.24,-22.15,-39.99,-0.1,-0.04,-1.18,33.99,255,36.86,0.84,-8.69,698.59,-253.98,0.00075,0.0005,38.24,-60.39
355,50,150,14,14,40,65,40,50,1.5,23,10000,10261.68,261.68,2.62,5.41,0.03,0.01,0.23,23.46,285,39.65,1.02,0.92,837.16,-163.5,0.00075,0.0005,38.24,-35.62
356,50,150,14,14,40,65,40,50,2.0,23,10000,9476.25,-523.75,-5.24,-10.39,-0.01,-0.01,-0.38,27.63,243,39.09,0.96,-2.16,775.49,-202.48,0.00075,0.0005,38.24,-43.48
357,50,150,14,14,40,65,40,50,2.5,23,10000,9357.64,-642.36,-6.42,-12.66,-0.02,-0.01,-0.42,30.18,215,39.07,0.95,-2.99,756.96,-257.22,0.00075,0.0005,38.24,-44.66
358,50,150,14,14,40,65,40,55,1.5,23,10000,9866.15,-133.85,-1.34,-2.71,0.01,0.0,-0.11,23.82,312,38.78,0.99,-0.43,774.85,-155.91,0.00075,0.0005,38.24,-39.58
359,50,150,14,14,40,65,40,55,2.0,23,10000,8991.13,-1008.87,-10.09,-19.5,-0.04,-0.02,-0.61,32.11,267,38.58,0.92,-3.78,714.13,-198.75,0.00075,0.0005,38.24,-48.33
360,50,150,14,14,40,65,40,55,2.5,23,10000,8579.92,-1420.08,-14.2,-26.82,-0.06,-0.02,-0.79,34.06,239,38.08,0.89,-5.94,710.48,-247.87,0.00075,0.0005,38.24,-52.44
361,50,150,14,14,45,60,35,50,1.5,23,10000,7931.86,-2068.14,-20.68,-37.65,-0.13,-0.06,-1.19,31.7,264,37.88,0.79,-7.83,683.61,-217.45,0.00075,0.0005,38.24,-58.92
362,50,150,14,14,45,60,35,50,2.0,23,10000,8135.15,-1864.85,-18.65,-34.35,-0.1,-0.04,-1.02,33.78,228,38.16,0.83,-8.18,671.11,-222.68,0.00075,0.0005,38.24,-56.89
363,50,150,14,14,45,60,35,50,2.5,23,10000,8065.47,-1934.53,-19.35,-35.49,-0.1,-0.03,-1.08,32.82,199,37.69,0.83,-9.72,742.56,-287.56,0.00075,0.0005,38.24,-57.59
364,50,150,14,14,45,60,35,55,1.5,23,10000,7989.91,-2010.09,-20.1,-36.72,-0.12,-0.06,-1.11,33.08,289,37.72,0.81,-6.96,663.7,-213.15,0.00075,0.0005,38.24,-58.34
365,50,150,14,14,45,60,35,55,2.0,23,10000,7672.77,-2327.23,-23.27,-41.74,-0.13,-0.05,-1.08,38.77,250,37.6,0.79,-9.31,615.06,-200.86,0.00075,0.0005,38.24,-61.51
366,50,150,14,14,45,60,35,55,2.5,23,10000,7946.77,-2053.23,-20.53,-37.41,-0.1,-0.03,-1.07,35.02,220,37.73,0.83,-9.33,713.8,-239.29,0.00075,0.0005,38.24,-58.77
367,50,150,14,14,45,60,40,50,1.5,23,10000,9351.38,-648.62,-6.49,-12.78,-0.03,-0.01,-0.52,24.58,238,40.34,0.93,-2.73,766.96,-153.85,0.00075,0.0005,38.24,-44.73
368,50,150,14,14,45,60,40,50,2.0,23,10000,9744.53,-255.47,-2.55,-5.14,-0.0,-0.0,-0.18,27.85,207,40.58,0.97,-1.23,796.14,-200.86,0.00075,0.0005,38.24,-40.79
369,50,150,14,14,45,60,40,50,2.5,23,10000,9577.65,-422.35,-4.22,-8.42,-0.01,-0.0,-0.29,28.76,179,40.22,0.96,-2.36,801.81,-252.03,0.00075,0.0005,38.24,-42.46
370,50,150,14,14,45,60,40,55,1.5,23,10000,9148.24,-851.76,-8.52,-16.6,-0.04,-0.02,-0.59,28.23,266,39.47,0.91,-3.2,723.2,-153.85,0.00075,0.0005,38.24,-46.76
371,50,150,14,14,45,60,40,55,2.0,23,10000,8907.6,-1092.4,-10.92,-21.01,-0.05,-0.02,-0.59,35.34,232,39.66,0.89,-4.71,707.22,-200.86,0.00075,0.0005,38.24,-49.16
372,50,150,14,14,45,60,40,55,2.5,23,10000,8758.48,-1241.52,-12.42,-23.69,-0.05,-0.02,-0.67,35.09,204,39.22,0.88,-6.09,725.96,-233.54,0.00075,0.0005,38.24,-50.66
373,50,150,14,14,45,65,35,50,1.5,23,10000,8684.02,-1315.98,-13.16,-25.0,-0.06,-0.03,-1.01,24.79,294,37.76,0.89,-4.48,749.55,-215.76,0.00075,0.0005,38.24,-51.4
374,50,150,14,14,45,65,35,50,2.0,23,10000,7959.37,-2040.63,-20.41,-37.21,-0.1,-0.04,-1.13,33.03,253,37.55,0.83,-8.07,657.65,-217.34,0.00075,0.0005,38.24,-58.65
375,50,150,14,14,45,65,35,50,2.5,23,10000,7996.66,-2003.34,-20.03,-36.61,-0.09,-0.03,-1.09,33.72,223,37.22,0.84,-8.98,712.35,-278.03,0.00075,0.0005,38.24,-58.27
376,50,150,14,14,45,65,35,55,1.5,23,10000,8597.17,-1402.83,-14.03,-26.52,-0.07,-0.04,-0.96,27.66,318,37.42,0.89,-4.41,714.32,-211.49,0.00075,0.0005,38.24,-52.27
377,50,150,14,14,45,65,35,55,2.0,23,10000,7791.91,-2208.09,-22.08,-39.88,-0.11,-0.05,-1.11,35.81,274,37.23,0.82,-8.06,624.82,-198.75,0.00075,0.0005,38.24,-60.32
378,50,150,14,14,45,65,35,55,2.5,23,10000,7899.8,-2100.2,-21.0,-38.17,-0.1,-0.04,-1.14,33.54,243,37.04,0.84,-8.64,709.87,-249.73,0.00075,0.0005,38.24,-59.24
379,50,150,14,14,45,65,40,50,1.5,23,10000,10238.16,238.16,2.38,4.92,0.03,0.01,0.25,19.64,268,39.93,1.02,0.89,840.94,-162.05,0.00075,0.0005,38.24,-35.86
380,50,150,14,14,45,65,40,50,2.0,23,10000,9533.97,-466.03,-4.66,-9.27,-0.01,-0.0,-0.34,27.04,232,39.66,0.96,-2.01,780.17,-199.42,0.00075,0.0005,38.24,-42.9
381,50,150,14,14,45,65,40,50,2.5,23,10000,9495.93,-504.07,-5.04,-10.01,-0.01,-0.0,-0.34,29.71,203,39.41,0.96,-2.48,769.19,-252.92,0.00075,0.0005,38.24,-43.28
382,50,150,14,14,45,65,40,55,1.5,23,10000,9843.53,-156.47,-1.56,-3.16,0.0,0.0,-0.14,22.43,295,38.98,0.99,-0.53,778.35,-154.52,0.00075,0.0005,38.24,-39.8
383,50,150,14,14,45,65,40,55,2.0,23,10000,9045.9,-954.1,-9.54,-18.49,-0.04,-0.02,-0.57,32.21,256,39.06,0.92,-3.73,718.44,-198.75,0.00075,0.0005,38.24,-47.78
384,50,150,14,14,45,65,40,55,2.5,23,10000,8706.71,-1293.29,-12.93,-24.6,-0.05,-0.02,-0.73,33.61,227,38.33,0.89,-5.7,721.96,-243.73,0.00075,0.0005,38.24,-51.17
385,50,200,14,14,40,60,35,50,1.5,23,10000,7507.85,-2492.15,-24.92,-44.26,-0.16,-0.07,-1.33,33.38,278,36.33,0.76,-8.96,641.63,-215.15,0.00075,0.0005,38.24,-63.16
386,50,200,14,14,40,60,35,50,2.0,23,10000,7498.97,-2501.03,-25.01,-44.39,-0.15,-0.05,-1.21,36.83,238,36.55,0.77,-10.51,629.34,-206.92,0.00075,0.0005,38.24,-63.25
387,50,200,14,14,40,60,35,50,2.5,23,10000,6993.03,-3006.97,-30.07,-51.78,-0.17,-0.05,-1.31,39.58,213,35.68,0.74,-14.12,655.8,-257.61,0.00075,0.0005,38.24,-68.31
388,50,200,14,14,40,60,35,55,1.5,23,10000,7417.33,-2582.67,-25.83,-45.62,-0.16,-0.08,-1.25,36.56,303,35.97,0.77,-8.52,610.97,-210.79,0.00075,0.0005,38.24,-64.07
389,50,200,14,14,40,60,35,55,2.0,23,10000,7278.44,-2721.56,-27.22,-47.68,-0.16,-0.06,-1.2,39.89,259,35.91,0.76,-10.51,593.55,-200.86,0.00075,0.0005,38.24,-65.46
390,50,200,14,14,40,60,35,55,2.5,23,10000,7160.92,-2839.08,-28.39,-49.39,-0.15,-0.05,-1.26,39.25,232,35.78,0.77,-12.24,655.18,-235.44,0.00075,0.0005,38.24,-66.63
391,50,200,14,14,40,60,40,50,1.5,23,10000,8725.43,-1274.57,-12.75,-24.27,-0.07,-0.03,-0.91,26.65,256,38.28,0.87,-4.98,709.61,-153.85,0.00075,0.0005,38.24,-50.99
392,50,200,14,14,40,60,40,50,2.0,23,10000,8790.74,-1209.26,-12.09,-23.11,-0.06,-0.02,-0.7,32.8,221,38.46,0.88,-5.47,730.64,-200.86,0.00075,0.0005,38.24,-50.33
393,50,200,14,14,40,60,40,50,2.5,23,10000,8381.2,-1618.8,-16.19,-30.24,-0.08,-0.03,-0.86,35.34,197,38.07,0.84,-8.22,714.7,-240.35,0.00075,0.0005,38.24,-54.43
394,50,200,14,14,40,60,40,55,1.5,23,10000,8371.69,-1628.31,-16.28,-30.4,-0.09,-0.04,-0.95,31.86,284,37.32,0.84,-5.73,656.25,-153.85,0.00075,0.0005,38.24,-54.52
395,50,200,14,14,40,60,40,55,2.0,23,10000,8269.42,-1730.58,-17.31,-32.12,-0.09,-0.03,-0.84,38.02,245,37.55,0.84,-7.06,667.92,-200.86,0.00075,0.0005,38.24,-55.55
396,50,200,14,14,40,60,40,55,2.5,23,10000,7965.6,-2034.4,-20.34,-37.11,-0.1,-0.03,-0.96,38.78,220,37.27,0.82,-9.25,672.52,-231.84,0.00075,0.0005,38.24,-58.58
397,50,200,14,14,40,65,35,50,1.5,23,10000,7711.84,-2288.16,-22.88,-41.13,-0.13,-0.06,-1.33,30.93,307,35.83,0.81,-7.45,660.05,-213.48,0.00075,0.0005,38.24,-61.12
398,50,200,14,14,40,65,35,50,2.0,23,10000,7540.82,-2459.18,-24.59,-43.76,-0.13,-0.05,-1.27,34.35,261,36.4,0.79,-9.42,633.85,-202.1,0.00075,0.0005,38.24,-62.83
399,50,200,14,14,40,65,35,50,2.5,23,10000,7140.0,-2860.0,-28.6,-49.69,-0.15,-0.05,-1.29,38.61,235,35.74,0.77,-12.17,647.87,-249.24,0.00075,0.0005,38.24,-66.84
400,50,200,14,14,40,65,35,55,1.5,23,10000,7628.39,-2371.61,-23.72,-42.42,-0.13,-0.07,-1.24,34.23,331,35.65,0.81,-7.16,628.5,-209.15,0.00075,0.0005,38.24,-61.96
401,50,200,14,14,40,65,35,55,2.0,23,10000,7328.22,-2671.78,-26.72,-46.95,-0.14,-0.06,-1.25,37.53,281,35.94,0.79,-9.51,597.81,-198.75,0.00075,0.0005,38.24,-64.96
402,50,200,14,14,40,65,35,55,2.5,23,10000,7071.54,-2928.46,-29.28,-50.67,-0.15,-0.05,-1.31,38.71,253,35.57,0.78,-11.57,647.26,-236.11,0.00075,0.0005,38.24,-67.52
403,50,200,14,14,40,65,40,50,1.5,23,10000,8962.5,-1037.5,-10.38,-20.02,-0.05,-0.03,-0.83,24.22,285,37.54,0.91,-3.64,729.98,-152.65,0.00075,0.0005,38.24,-48.62
404,50,200,14,14,40,65,40,50,2.0,23,10000,8839.79,-1160.21,-11.6,-22.23,-0.05,-0.02,-0.74,30.16,244,38.11,0.9,-4.75,735.88,-198.75,0.00075,0.0005,38.24,-49.84
405,50,200,14,14,40,65,40,50,2.5,23,10000,8557.35,-1442.65,-14.43,-27.22,-0.06,-0.02,-0.79,34.31,219,37.9,0.88,-6.59,706.06,-241.03,0.00075,0.0005,38.24,-52.67
406,50,200,14,14,40,65,40,55,1.5,23,10000,8609.91,-1390.09,-13.9,-26.3,-0.07,-0.04,-0.89,29.43,312,36.86,0.88,-4.46,675.09,-152.65,0.00075,0.0005,38.24,-52.14
407,50,200,14,14,40,65,40,55,2.0,23,10000,8325.97,-1674.03,-16.74,-31.17,-0.08,-0.03,-0.88,35.58,267,37.45,0.86,-6.27,672.71,-198.75,0.00075,0.0005,38.24,-54.98
408,50,200,14,14,40,65,40,55,2.5,23,10000,7866.18,-2133.82,-21.34,-38.7,-0.1,-0.04,-1.02,37.8,241,36.93,0.83,-8.85,664.39,-232.5,0.00075,0.0005,38.24,-59.58
409,50,200,14,14,45,60,35,50,1.5,23,10000,7205.84,-2794.16,-27.94,-48.74,-0.19,-0.08,-1.36,35.82,259,35.14,0.71,-10.79,619.9,-215.15,0.00075,0.0005,38.24,-66.18
410,50,200,14,14,45,60,35,50,2.0,23,10000,7455.42,-2544.58,-25.45,-45.05,-0.15,-0.05,-1.2,37.57,223,35.87,0.75,-11.41,626.79,-208.88,0.00075,0.0005,38.24,-63.69
411,50,200,14,14,45,60,35,50,2.5,23,10000,7153.03,-2846.97,-28.47,-49.5,-0.16,-0.05,-1.28,38.63,200,36.0,0.74,-14.23,672.29,-261.39,0.00075,0.0005,38.24,-66.71
412,50,200,14,14,45,60,35,55,1.5,23,10000,7118.96,-2881.04,-28.81,-49.99,-0.19,-0.09,-1.28,38.95,284,34.86,0.72,-10.14,590.27,-210.79,0.00075,0.0005,38.24,-67.05
413,50,200,14,14,45,60,35,55,2.0,23,10000,7253.38,-2746.62,-27.47,-48.05,-0.16,-0.06,-1.19,40.45,244,35.66,0.74,-11.26,592.55,-200.86,0.00075,0.0005,38.24,-65.71
414,50,200,14,14,45,60,35,55,2.5,23,10000,7328.09,-2671.91,-26.72,-46.95,-0.14,-0.05,-1.23,38.27,219,36.07,0.77,-12.2,671.96,-233.76,0.00075,0.0005,38.24,-64.96
415,50,200,14,14,45,60,40,50,1.5,23,10000,8374.44,-1625.56,-16.26,-30.35,-0.1,-0.04,-1.05,28.96,237,37.13,0.82,-6.86,685.58,-153.85,0.00075,0.0005,38.24,-54.5
416,50,200,14,14,45,60,40,50,2.0,23,10000,8739.69,-1260.31,-12.6,-24.02,-0.07,-0.02,-0.72,33.58,206,37.86,0.86,-6.12,727.68,-200.86,0.00075,0.0005,38.24,-50.84
417,50,200,14,14,45,60,40,50,2.5,23,10000,8572.97,-1427.03,-14.27,-26.95,-0.07,-0.02,-0.78,34.33,184,38.59,0.85,-7.76,732.67,-238.53,0.00075,0.0005,38.24,-52.51
418,50,200,14,14,45,60,40,55,1.5,23,10000,8034.93,-1965.07,-19.65,-35.99,-0.12,-0.06,-1.05,34.17,265,36.23,0.8,-7.42,634.03,-153.85,0.00075,0.0005,38.24,-57.89
419,50,200,14,14,45,60,40,55,2.0,23,10000,8240.94,-1759.06,-17.59,-32.6,-0.09,-0.04,-0.84,38.59,230,37.39,0.82,-7.65,666.79,-200.86,0.00075,0.0005,38.24,-55.83
420,50,200,14,14,45,60,40,55,2.5,23,10000,8151.56,-1848.44,-18.48,-34.08,-0.09,-0.03,-0.9,37.79,207,37.68,0.83,-8.93,689.75,-230.19,0.00075,0.0005,38.24,-56.72
421,50,200,14,14,45,65,35,50,1.5,23,10000,7646.75,-2353.25,-23.53,-42.14,-0.14,-0.07,-1.34,31.36,290,35.52,0.79,-8.11,658.81,-213.48,0.00075,0.0005,38.24,-61.77
422,50,200,14,14,45,65,35,50,2.0,23,10000,7472.02,-2527.98,-25.28,-44.8,-0.14,-0.05,-1.27,35.33,248,35.89,0.78,-10.19,629.18,-204.01,0.00075,0.0005,38.24,-63.52
423,50,200,14,14,45,65,35,50,2.5,23,10000,7217.51,-2782.49,-27.82,-48.57,-0.15,-0.05,-1.27,38.38,223,35.87,0.77,-12.48,656.36,-252.9,0.00075,0.0005,38.24,-66.06
424,50,200,14,14,45,65,35,55,1.5,23,10000,7564.01,-2435.99,-24.36,-43.41,-0.14,-0.07,-1.25,34.63,314,35.35,0.79,-7.76,627.32,-209.15,0.00075,0.0005,38.24,-62.6
425,50,200,14,14,45,65,35,55,2.0,23,10000,7278.63,-2721.37,-27.21,-47.68,-0.15,-0.06,-1.24,38.31,268,35.82,0.77,-10.15,594.81,-198.75,0.00075,0.0005,38.24,-65.45
426,50,200,14,14,45,65,35,55,2.5,23,10000,7151.54,-2848.46,-28.48,-49.52,-0.15,-0.05,-1.3,38.02,241,35.68,0.77,-11.82,656.04,-231.67,0.00075,0.0005,38.24,-66.72
427,50,200,14,14,45,65,40,50,1.5,23,10000,8886.85,-1113.15,-11.13,-21.39,-0.06,-0.03,-0.88,24.17,268,37.31,0.89,-4.15,728.61,-152.65,0.00075,0.0005,38.24,-49.37
428,50,200,14,14,45,65,40,50,2.0,23,10000,8759.15,-1240.85,-12.41,-23.67,-0.06,-0.02,-0.76,31.2,231,37.66,0.88,-5.37,730.46,-198.75,0.00075,0.0005,38.24,-50.65
429,50,200,14,14,45,65,40,50,2.5,23,10000,8650.25,-1349.75,-13.5,-25.6,-0.06,-0.02,-0.75,34.06,207,38.16,0.88,-6.52,715.3,-236.39,0.00075,0.0005,38.24,-51.74
430,50,200,14,14,45,65,40,55,1.5,23,10000,8537.23,-1462.77,-14.63,-27.56,-0.08,-0.04,-0.93,29.49,295,36.61,0.87,-4.96,673.82,-152.65,0.00075,0.0005,38.24,-52.87
431,50,200,14,14,45,65,40,55,2.0,23,10000,8269.63,-1730.37,-17.3,-32.12,-0.09,-0.03,-0.88,36.39,254,37.4,0.84,-6.81,669.34,-198.75,0.00075,0.0005,38.24,-55.54
432,50,200,14,14,45,65,40,55,2.5,23,10000,7955.18,-2044.82,-20.45,-37.28,-0.1,-0.03,-0.99,37.53,229,37.12,0.83,-8.93,673.4,-228.13,0.00075,0.0005,38.24,-58.69
