id,regime_type,regime_period,regime_direction,adx_period,adx_threshold,supertrend_length,supertrend_multiplier,rsi_period,rsi_oversold,rsi_overbought,use_volume_filter,volume_ma_period,use_atr_filter,atr_min_threshold,atr_period,entry_indicators,sl_atr_multiplier,tp_atr_multiplier,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
342,none,100,hybrid,14,25,10,1.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,11284.37,1284.37,12.84,12.88,0.04,0.01,0.48,27.03,22,13.64,1.43,58.38,3010.55,-299.84,0.00075,0.0005,23.45,-10.61
343,none,100,hybrid,14,25,10,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,14403.35,4403.35,44.03,44.18,0.09,0.03,2.47,17.86,103,19.42,1.34,42.75,2096.79,-389.62,0.00075,0.0005,23.45,20.58
344,none,100,hybrid,14,25,10,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,10376.48,376.48,3.76,3.78,0.02,0.01,0.11,33.13,99,23.23,1.03,3.8,1367.45,-371.9,0.00075,0.0005,23.45,-19.69
345,none,100,hybrid,14,25,10,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,14403.35,4403.35,44.03,44.18,0.09,0.03,2.47,17.86,103,19.42,1.34,42.75,2096.79,-389.62,0.00075,0.0005,23.45,20.58
346,none,100,hybrid,14,25,10,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10441.69,441.69,4.42,4.43,0.03,0.01,0.1,44.09,65,12.31,1.06,6.8,2393.34,-312.54,0.00075,0.0005,23.45,-19.03
347,none,100,hybrid,14,25,10,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9316.92,-683.08,-6.83,-6.85,0.01,0.0,-0.15,46.68,64,14.06,0.92,-10.67,2234.55,-379.71,0.00075,0.0005,23.45,-30.28
348,none,100,hybrid,14,25,10,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10441.69,441.69,4.42,4.43,0.03,0.01,0.1,44.09,65,12.31,1.06,6.8,2393.34,-312.54,0.00075,0.0005,23.45,-19.03
349,none,100,hybrid,14,25,10,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,7011.92,-2988.08,-29.88,-29.95,-0.06,-0.02,-0.64,47.07,46,6.52,0.48,-64.96,2059.6,-295.07,0.00075,0.0005,23.45,-53.33
350,none,100,hybrid,14,25,10,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,6657.14,-3342.86,-33.43,-33.5,-0.07,-0.02,-0.69,48.71,42,9.52,0.49,-79.59,1982.98,-358.45,0.00075,0.0005,23.45,-56.88
351,none,100,hybrid,14,25,10,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,7011.92,-2988.08,-29.88,-29.95,-0.06,-0.02,-0.64,47.07,46,6.52,0.48,-64.96,2059.6,-295.07,0.00075,0.0005,23.45,-53.33
352,none,100,hybrid,14,25,10,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10165.36,165.36,1.65,1.66,0.01,0.0,0.09,19.07,21,9.52,1.07,7.87,1835.34,-208.13,0.00075,0.0005,23.45,-21.8
353,none,100,hybrid,14,25,10,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,11776.56,1776.56,17.77,17.82,0.05,0.02,0.78,22.92,21,14.29,1.64,84.6,2092.76,-252.36,0.00075,0.0005,23.45,-5.68
354,none,100,hybrid,14,25,10,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10165.36,165.36,1.65,1.66,0.01,0.0,0.09,19.07,21,9.52,1.07,7.87,1835.34,-208.13,0.00075,0.0005,23.45,-21.8
355,none,100,hybrid,14,25,10,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,11945.48,1945.48,19.45,19.51,0.07,0.02,2.73,7.15,8,25.0,2.8,243.18,2133.67,-228.16,0.00075,0.0005,23.45,-4.0
356,none,100,hybrid,14,25,10,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,11649.08,1649.08,16.49,16.54,0.06,0.01,1.89,8.76,8,25.0,2.25,206.13,2089.89,-278.95,0.00075,0.0005,23.45,-6.96
357,none,100,hybrid,14,25,10,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,11945.48,1945.48,19.45,19.51,0.07,0.02,2.73,7.15,8,25.0,2.8,243.18,2133.67,-228.16,0.00075,0.0005,23.45,-4.0
358,none,100,hybrid,14,25,10,2.0,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,11316.14,1316.14,13.16,13.2,0.1,,6.03,2.19,3,66.67,7.02,438.71,941.62,-218.59,0.00075,0.0005,23.45,-10.29
359,none,100,hybrid,14,25,10,2.0,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,11256.53,1256.53,12.57,12.6,0.09,,4.67,2.7,3,66.67,5.65,418.84,936.66,-270.12,0.00075,0.0005,23.45,-10.88
360,none,100,hybrid,14,25,10,2.0,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,11316.14,1316.14,13.16,13.2,0.1,,6.03,2.19,3,66.67,7.02,438.71,941.62,-218.59,0.00075,0.0005,23.45,-10.29
361,none,100,hybrid,14,25,10,2.0,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10193.76,193.76,1.94,1.94,0.02,0.0,0.1,18.85,25,12.0,1.07,7.75,1840.46,-208.71,0.00075,0.0005,23.45,-21.51
362,none,100,hybrid,14,25,10,2.0,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,13594.35,3594.35,35.94,36.06,0.09,0.03,2.21,16.32,24,20.83,2.08,149.76,2415.79,-287.75,0.00075,0.0005,23.45,12.49
363,none,100,hybrid,14,25,10,2.0,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10193.76,193.76,1.94,1.94,0.02,0.0,0.1,18.85,25,12.0,1.07,7.75,1840.46,-208.71,0.00075,0.0005,23.45,-21.51
364,none,100,hybrid,14,25,10,2.0,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,11174.64,1174.64,11.75,11.78,0.05,0.01,0.9,13.14,12,16.67,1.71,97.89,1995.98,-214.37,0.00075,0.0005,23.45,-11.7
365,none,100,hybrid,14,25,10,2.0,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,12215.97,2215.97,22.16,22.23,0.08,0.02,3.96,5.61,10,30.0,2.42,221.6,2191.59,-292.53,0.00075,0.0005,23.45,-1.29
366,none,100,hybrid,14,25,10,2.0,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,11174.64,1174.64,11.75,11.78,0.05,0.01,0.9,13.14,12,16.67,1.71,97.89,1995.98,-214.37,0.00075,0.0005,23.45,-11.7
367,none,100,hybrid,14,25,10,2.0,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10585.91,585.91,5.86,5.88,0.05,0.01,0.69,8.5,7,28.57,1.69,83.7,880.85,-214.37,0.00075,0.0005,23.45,-17.59
368,none,100,hybrid,14,25,10,2.0,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,10582.86,582.86,5.83,5.85,0.04,0.0,0.69,8.52,6,33.33,1.68,97.14,880.6,-264.84,0.00075,0.0005,23.45,-17.62
369,none,100,hybrid,14,25,10,2.0,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10585.91,585.91,5.86,5.88,0.05,0.01,0.69,8.5,7,28.57,1.69,83.7,880.85,-214.37,0.00075,0.0005,23.45,-17.59
370,none,100,hybrid,14,25,10,2.0,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9386.7,-613.3,-6.13,-6.15,-0.01,-0.0,-0.25,24.31,37,13.51,0.85,-16.58,1543.7,-209.27,0.00075,0.0005,23.45,-29.58
371,none,100,hybrid,14,25,10,2.0,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,12094.03,2094.03,20.94,21.0,0.06,0.02,0.93,22.65,36,19.44,1.43,58.17,2149.17,-273.53,0.00075,0.0005,23.45,-2.51
372,none,100,hybrid,14,25,10,2.0,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9386.7,-613.3,-6.13,-6.15,-0.01,-0.0,-0.25,24.31,37,13.51,0.85,-16.58,1543.7,-209.27,0.00075,0.0005,23.45,-29.58
373,none,100,hybrid,14,25,10,2.0,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9949.98,-50.02,-0.5,-0.5,0.01,0.0,-0.02,22.07,24,12.5,0.98,-2.08,1618.83,-219.45,0.00075,0.0005,23.45,-23.95
374,none,100,hybrid,14,25,10,2.0,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,10699.54,699.54,7.0,7.02,0.03,0.01,0.49,14.37,21,19.05,1.22,33.31,1757.4,-294.28,0.00075,0.0005,23.45,-16.45
375,none,100,hybrid,14,25,10,2.0,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9949.98,-50.02,-0.5,-0.5,0.01,0.0,-0.02,22.07,24,12.5,0.98,-2.08,1618.83,-219.45,0.00075,0.0005,23.45,-23.95
376,none,100,hybrid,14,25,10,2.0,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9097.27,-902.73,-9.03,-9.05,-0.06,-0.01,-0.51,17.9,18,11.11,0.58,-50.15,790.33,-205.67,0.00075,0.0005,23.45,-32.48
377,none,100,hybrid,14,25,10,2.0,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,8984.62,-1015.38,-10.15,-10.18,-0.06,-0.01,-0.56,18.14,16,12.5,0.55,-63.46,788.07,-251.69,0.00075,0.0005,23.45,-33.6
378,none,100,hybrid,14,25,10,2.0,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9097.27,-902.73,-9.03,-9.05,-0.06,-0.01,-0.51,17.9,18,11.11,0.58,-50.15,790.33,-205.67,0.00075,0.0005,23.45,-32.48
379,none,100,hybrid,14,25,10,2.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9193.78,-806.22,-8.06,-8.08,-0.19,-0.01,-1.0,8.06,5,0.0,0.0,-161.24,-134.12,-229.21,0.00075,0.0005,23.45,-31.51
380,none,100,hybrid,14,25,10,2.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9014.86,-985.14,-9.85,-9.88,-0.19,-0.01,-1.0,9.85,5,0.0,0.0,-197.03,-162.07,-280.57,0.00075,0.0005,23.45,-33.3
381,none,100,hybrid,14,25,10,2.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9193.78,-806.22,-8.06,-8.08,-0.19,-0.01,-1.0,8.06,5,0.0,0.0,-161.24,-134.12,-229.21,0.00075,0.0005,23.45,-31.51
382,none,100,hybrid,14,25,10,2.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9609.68,-390.32,-3.9,-3.91,-0.12,-0.0,-1.0,3.9,2,0.0,0.0,-195.16,-154.19,-236.13,0.00075,0.0005,23.45,-27.35
383,none,100,hybrid,14,25,10,2.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9519.35,-480.65,-4.81,-4.82,-0.12,-0.0,-1.0,4.81,2,0.0,0.0,-240.32,-189.61,-291.04,0.00075,0.0005,23.45,-28.26
384,none,100,hybrid,14,25,10,2.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9609.68,-390.32,-3.9,-3.91,-0.12,-0.0,-1.0,3.9,2,0.0,0.0,-195.16,-154.19,-236.13,0.00075,0.0005,23.45,-27.35
388,none,100,hybrid,14,25,10,2.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9041.67,-958.33,-9.58,-9.61,-0.2,-0.01,-1.0,9.58,6,0.0,0.0,-159.72,-131.9,-225.42,0.00075,0.0005,23.45,-33.03
389,none,100,hybrid,14,25,10,2.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,8831.24,-1168.76,-11.69,-11.72,-0.2,-0.01,-1.0,11.69,6,0.0,0.0,-194.79,-158.77,-274.85,0.00075,0.0005,23.45,-35.14
390,none,100,hybrid,14,25,10,2.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9041.67,-958.33,-9.58,-9.61,-0.2,-0.01,-1.0,9.58,6,0.0,0.0,-159.72,-131.9,-225.42,0.00075,0.0005,23.45,-33.03
391,none,100,hybrid,14,25,10,2.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9450.68,-549.32,-5.49,-5.51,-0.14,-0.01,-1.0,5.49,3,0.0,0.0,-183.11,-151.64,-232.22,0.00075,0.0005,23.45,-28.94
392,none,100,hybrid,14,25,10,2.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9325.45,-674.55,-6.75,-6.76,-0.14,-0.01,-1.0,6.75,3,0.0,0.0,-224.85,-185.75,-285.11,0.00075,0.0005,23.45,-30.2
393,none,100,hybrid,14,25,10,2.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9450.68,-549.32,-5.49,-5.51,-0.14,-0.01,-1.0,5.49,3,0.0,0.0,-183.11,-151.64,-232.22,0.00075,0.0005,23.45,-28.94
394,none,100,hybrid,14,25,10,2.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9834.55,-165.45,-1.65,-1.66,-0.08,,-1.01,1.65,1,0.0,0.0,-165.45,-165.45,-165.45,0.00075,0.0005,23.45,-25.1
395,none,100,hybrid,14,25,10,2.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9796.31,-203.69,-2.04,-2.04,-0.08,,-1.0,2.04,1,0.0,0.0,-203.69,-203.69,-203.69,0.00075,0.0005,23.45,-25.49
396,none,100,hybrid,14,25,10,2.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9834.55,-165.45,-1.65,-1.66,-0.08,,-1.01,1.65,1,0.0,0.0,-165.45,-165.45,-165.45,0.00075,0.0005,23.45,-25.1
397,none,100,hybrid,14,25,10,2.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9639.91,-360.09,-3.6,-3.61,-0.02,-0.0,-0.24,15.27,11,9.09,0.76,-32.74,1166.51,-213.98,0.00075,0.0005,23.45,-27.05
398,none,100,hybrid,14,25,10,2.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9274.25,-725.75,-7.26,-7.28,-0.04,-0.01,-0.39,18.48,11,9.09,0.61,-65.98,1122.27,-257.75,0.00075,0.0005,23.45,-30.71
399,none,100,hybrid,14,25,10,2.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9639.91,-360.09,-3.6,-3.61,-0.02,-0.0,-0.24,15.27,11,9.09,0.76,-32.74,1166.51,-213.98,0.00075,0.0005,23.45,-27.05
400,none,100,hybrid,14,25,10,2.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10075.99,75.99,0.76,0.76,0.01,0.0,0.07,11.43,8,12.5,1.07,9.5,1219.28,-220.45,0.00075,0.0005,23.45,-22.69
401,none,100,hybrid,14,25,10,2.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9793.26,-206.74,-2.07,-2.07,-0.01,-0.0,-0.15,13.92,8,12.5,0.85,-25.84,1185.07,-267.37,0.00075,0.0005,23.45,-25.52
402,none,100,hybrid,14,25,10,2.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10075.99,75.99,0.76,0.76,0.01,0.0,0.07,11.43,8,12.5,1.07,9.5,1219.28,-220.45,0.00075,0.0005,23.45,-22.69
403,none,100,hybrid,14,25,10,2.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9122.76,-877.24,-8.77,-8.8,-0.2,-0.01,-1.0,8.77,6,0.0,0.0,-146.21,-93.68,-174.99,0.00075,0.0005,23.45,-32.22
404,none,100,hybrid,14,25,10,2.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,8930.76,-1069.24,-10.69,-10.72,-0.2,-0.01,-1.0,10.69,6,0.0,0.0,-178.21,-112.07,-214.0,0.00075,0.0005,23.45,-34.14
405,none,100,hybrid,14,25,10,2.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9122.76,-877.24,-8.77,-8.8,-0.2,-0.01,-1.0,8.77,6,0.0,0.0,-146.21,-93.68,-174.99,0.00075,0.0005,23.45,-32.22
406,none,100,hybrid,14,25,14,1.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10199.79,199.79,2.0,2.0,0.02,0.01,0.05,41.53,63,11.11,1.02,3.17,2345.92,-419.27,0.00075,0.0005,23.45,-21.45
407,none,100,hybrid,14,25,14,1.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,10839.55,839.55,8.4,8.42,0.03,0.01,0.17,48.19,60,13.33,1.09,13.99,2281.25,-486.92,0.00075,0.0005,23.45,-15.05
408,none,100,hybrid,14,25,14,1.5,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10199.79,199.79,2.0,2.0,0.02,0.01,0.05,41.53,63,11.11,1.02,3.17,2345.92,-419.27,0.00075,0.0005,23.45,-21.45
409,none,100,hybrid,14,25,14,1.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,8841.07,-1158.93,-11.59,-11.62,-0.03,-0.01,-0.35,33.01,33,12.12,0.72,-35.12,1434.12,-305.07,0.00075,0.0005,23.45,-35.04
410,none,100,hybrid,14,25,14,1.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,7868.68,-2131.32,-21.31,-21.36,-0.07,-0.01,-0.53,39.96,33,12.12,0.56,-64.59,1276.38,-357.5,0.00075,0.0005,23.45,-44.76
411,none,100,hybrid,14,25,14,1.5,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,8841.07,-1158.93,-11.59,-11.62,-0.03,-0.01,-0.35,33.01,33,12.12,0.72,-35.12,1434.12,-305.07,0.00075,0.0005,23.45,-35.04
412,none,100,hybrid,14,25,14,1.5,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9043.42,-956.58,-9.57,-9.59,-0.07,-0.01,-0.55,17.34,16,18.75,0.6,-59.79,605.83,-342.2,0.00075,0.0005,23.45,-33.02
413,none,100,hybrid,14,25,14,1.5,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,8506.49,-1493.51,-14.94,-14.97,-0.1,-0.01,-0.69,21.8,16,18.75,0.49,-93.34,602.33,-411.75,0.00075,0.0005,23.45,-38.39
414,none,100,hybrid,14,25,14,1.5,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9043.42,-956.58,-9.57,-9.59,-0.07,-0.01,-0.55,17.34,16,18.75,0.6,-59.79,605.83,-342.2,0.00075,0.0005,23.45,-33.02
415,none,100,hybrid,14,25,14,1.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,14151.14,4151.14,41.51,41.65,0.09,0.04,1.93,21.55,80,16.25,1.42,51.89,2040.45,-486.21,0.00075,0.0005,23.45,18.06
416,none,100,hybrid,14,25,14,1.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,14815.03,4815.03,48.15,48.31,0.09,0.03,1.7,28.5,78,17.95,1.46,61.73,2632.71,-560.3,0.00075,0.0005,23.45,24.7
417,none,100,hybrid,14,25,14,1.5,14,30,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,14151.14,4151.14,41.51,41.65,0.09,0.04,1.93,21.55,80,16.25,1.42,51.89,2040.45,-486.21,0.00075,0.0005,23.45,18.06
418,none,100,hybrid,14,25,14,1.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,9863.99,-136.01,-1.36,-1.36,0.01,0.0,-0.04,32.16,43,13.95,0.97,-3.16,1426.55,-288.24,0.00075,0.0005,23.45,-24.81
419,none,100,hybrid,14,25,14,1.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9602.38,-397.62,-3.98,-3.99,0.0,0.0,-0.12,32.07,42,16.67,0.93,-9.47,1388.72,-370.86,0.00075,0.0005,23.45,-27.43
420,none,100,hybrid,14,25,14,1.5,14,30,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,9863.99,-136.01,-1.36,-1.36,0.01,0.0,-0.04,32.16,43,13.95,0.97,-3.16,1426.55,-288.24,0.00075,0.0005,23.45,-24.81
421,none,100,hybrid,14,25,14,1.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,12500.13,2500.13,25.0,25.08,0.06,0.02,1.26,19.83,22,18.18,1.88,113.64,3307.5,-323.32,0.00075,0.0005,23.45,1.55
422,none,100,hybrid,14,25,14,1.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,12863.26,2863.26,28.63,28.72,0.07,0.02,1.68,17.12,21,23.81,1.87,136.35,3419.44,-424.26,0.00075,0.0005,23.45,5.18
423,none,100,hybrid,14,25,14,1.5,14,30,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,12500.13,2500.13,25.0,25.08,0.06,0.02,1.26,19.83,22,18.18,1.88,113.64,3307.5,-323.32,0.00075,0.0005,23.45,1.55
424,none,100,hybrid,14,25,14,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,13552.1,3552.1,35.52,35.63,0.08,0.03,1.61,22.14,117,20.51,1.25,30.36,1986.07,-431.0,0.00075,0.0005,23.45,12.07
425,none,100,hybrid,14,25,14,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9521.03,-478.97,-4.79,-4.8,0.01,0.0,-0.15,31.73,113,23.89,0.96,-4.24,1264.83,-382.35,0.00075,0.0005,23.45,-28.24
426,none,100,hybrid,14,25,14,1.5,14,35,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,13552.1,3552.1,35.52,35.63,0.08,0.03,1.61,22.14,117,20.51,1.25,30.36,1986.07,-431.0,0.00075,0.0005,23.45,12.07
427,none,100,hybrid,14,25,14,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,8716.17,-1283.83,-12.84,-12.87,-0.02,-0.01,-0.35,37.24,74,16.22,0.83,-17.35,1276.3,-293.88,0.00075,0.0005,23.45,-36.29
428,none,100,hybrid,14,25,14,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,7938.16,-2061.84,-20.62,-20.67,-0.04,-0.01,-0.5,41.46,71,18.31,0.76,-29.04,1165.65,-364.84,0.00075,0.0005,23.45,-44.07
429,none,100,hybrid,14,25,14,1.5,14,35,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,8716.17,-1283.83,-12.84,-12.87,-0.02,-0.01,-0.35,37.24,74,16.22,0.83,-17.35,1276.3,-293.88,0.00075,0.0005,23.45,-36.29
430,none,100,hybrid,14,25,14,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10014.65,14.65,0.15,0.15,0.02,0.01,0.0,44.05,48,10.42,1.0,0.31,2945.96,-282.61,0.00075,0.0005,23.45,-23.3
431,none,100,hybrid,14,25,14,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,9867.64,-132.36,-1.32,-1.33,0.02,0.01,-0.03,43.04,43,13.95,0.98,-3.08,2939.3,-352.21,0.00075,0.0005,23.45,-24.77
432,none,100,hybrid,14,25,14,1.5,14,35,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10014.65,14.65,0.15,0.15,0.02,0.01,0.0,44.05,48,10.42,1.0,0.31,2945.96,-282.61,0.00075,0.0005,23.45,-23.3
433,none,100,hybrid,14,25,14,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,12442.62,2442.62,24.43,24.5,0.06,0.02,1.58,15.54,22,13.64,1.75,111.03,2467.93,-409.03,0.00075,0.0005,23.45,0.98
434,none,100,hybrid,14,25,14,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,14301.01,4301.01,43.01,43.15,0.09,0.02,2.29,18.81,22,18.18,2.16,195.5,2541.36,-493.22,0.00075,0.0005,23.45,19.56
435,none,100,hybrid,14,25,14,2.0,14,25,65,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,12442.62,2442.62,24.43,24.5,0.06,0.02,1.58,15.54,22,13.64,1.75,111.03,2467.93,-409.03,0.00075,0.0005,23.45,0.98
436,none,100,hybrid,14,25,14,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10718.96,718.96,7.19,7.21,0.03,0.01,0.46,15.52,13,15.38,1.36,55.3,1914.59,-330.56,0.00075,0.0005,23.45,-16.26
437,none,100,hybrid,14,25,14,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.5,5.0,10000,10185.61,185.61,1.86,1.86,0.02,0.0,0.1,18.85,13,15.38,1.08,14.28,1827.34,-400.21,0.00075,0.0005,23.45,-21.59
438,none,100,hybrid,14,25,14,2.0,14,25,70,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,6.0,10000,10718.96,718.96,7.19,7.21,0.03,0.01,0.46,15.52,13,15.38,1.36,55.3,1914.59,-330.56,0.00075,0.0005,23.45,-16.26
439,none,100,hybrid,14,25,14,2.0,14,25,75,False,20,False,0.5,14,"['supertrend', 'rsi']",2.0,4.0,10000,10641.79,641.79,6.42,6.44,0.05,0.0,0.8,8.01,5,40.0,1.8,128.36,885.5,-351.29,0.00075,0.0005,23.45,-17.03
