model,timeframe_trade,timeframe_filter,min_confidence,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
RandomForest + MTF,15m,1h,0.55,10000,,,,0.0,-0.05,-0.05,0.0,49.79,112,5.36,0.67,,4482.81,-198.17,0.00075,0.0005,74.35,
