model,timeframe,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct,atr_period,sl_atr_multiplier,tp_atr_multiplier,min_ml_confidence,require_pattern_confirmation,min_pattern_score
RF+GB Ensemble + Patterns,15m,10000,,,,0.0,-0.44,-0.07,0.0,32.45,35,2.86,0.12,,422.0,-213.23,0.00075,0.0005,74.22,,14,1.5,3.5,0.6,True,1
