id,ema_fast_m15,ema_slow_m15,ema_trend_h1,atr_period,atr_lookback,atr_multiplier,initial_capital,final_value,net_profit,total_return_pct,annual_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,avg_trade,best_trade,worst_trade,commission,slippage,buy_hold_return_pct,excess_return_pct
129,9,30,150,14,3,3.0,10000,11988.05,1988.05,19.88,44.74,0.1,0.04,2.59,17.27,177,27.68,1.17,11.23,1125.19,-315.34,0.00075,0.0005,38.24,-18.36

130,9,30,150,14,5,2.0,10000,9815.93,-184.07,-1.84,-3.72,0.0,0.0,-0.15,25.25,161,27.33,0.98,-1.14,1000.64,-200.41,0.00075,0.0005,38.24,-40.08

131,9,30,150,14,5,2.5,10000,9985.75,-14.25,-0.14,-0.29,0.01,0.0,-0.01,24.46,161,27.95,1.0,-0.09,1020.83,-239.5,0.00075,0.0005,38.24,-38.38

132,9,30,150,14,5,3.0,10000,10082.73,82.73,0.83,1.69,0.02,0.01,0.07,24.46,161,29.19,1.01,0.51,1036.32,-291.31,0.00075,0.0005,38.24,-37.41

133,9,30,150,14,7,2.0,10000,9682.94,-317.06,-3.17,-6.36,-0.0,-0.0,-0.27,23.7,158,25.95,0.97,-2.01,1006.66,-193.21,0.00075,0.0005,38.24,-41.41

134,9,30,150,14,7,2.5,10000,10583.97,583.97,5.84,12.27,0.04,0.02,0.54,22.65,158,27.22,1.06,3.7,1091.51,-252.83,0.00075,0.0005,38.24,-32.4

135,9,30,150,14,7,3.0,10000,10726.95,726.95,7.27,15.38,0.05,0.02,0.66,23.34,158,28.48,1.07,4.6,1116.14,-309.11,0.00075,0.0005,38.24,-30.97

136,9,30,150,20,3,2.0,10000,9025.83,-974.17,-9.74,-18.86,-0.04,-0.02,-1.13,16.67,170,23.53,0.89,-5.73,708.67,-172.4,0.00075,0.0005,38.24,-47.98

137,9,30,150,20,3,2.5,10000,10239.85,239.85,2.4,4.95,0.03,0.01,0.3,16.34,170,24.71,1.02,1.41,997.5,-220.18,0.00075,0.0005,38.24,-35.84

138,9,30,150,20,3,3.0,10000,10350.74,350.74,3.51,7.28,0.03,0.01,0.43,17.08,170,25.29,1.03,2.06,972.29,-257.65,0.00075,0.0005,38.24,-34.73

139,9,30,150,20,5,2.0,10000,9257.23,-742.77,-7.43,-14.56,-0.03,-0.01,-0.65,22.46,151,27.81,0.91,-4.92,783.78,-177.2,0.00075,0.0005,38.24,-45.67

140,9,30,150,20,5,2.5,10000,10611.91,611.91,6.12,12.87,0.04,0.02,0.58,22.15,151,29.14,1.07,4.05,1060.21,-226.25,0.00075,0.0005,38.24,-32.12

141,9,30,150,20,5,3.0,10000,10162.05,162.05,1.62,3.33,0.02,0.01,0.15,22.84,151,29.14,1.02,1.07,1036.91,-264.67,0.00075,0.0005,38.24,-36.62

142,9,30,150,20,7,2.0,10000,9531.78,-468.22,-4.68,-9.32,-0.02,-0.01,-0.43,21.56,142,27.46,0.94,-3.3,776.62,-179.14,0.00075,0.0005,38.24,-42.92

143,9,30,150,20,7,2.5,10000,10514.52,514.52,5.15,10.77,0.04,0.02,0.51,21.03,142,28.17,1.06,3.62,1026.07,-218.74,0.00075,0.0005,38.24,-33.09

144,9,30,150,20,7,3.0,10000,10138.05,138.05,1.38,2.84,0.02,0.01,0.13,21.86,142,28.17,1.02,0.97,1009.96,-257.52,0.00075,0.0005,38.24,-36.86

145,9,30,200,14,3,2.0,10000,10766.12,766.12,7.66,16.24,0.05,0.03,0.77,21.21,169,24.26,1.07,4.53,1058.06,-207.97,0.00075,0.0005,38.24,-30.58

146,9,30,200,14,3,2.5,10000,10348.97,348.97,3.49,7.24,0.03,0.01,0.33,21.74,169,24.26,1.03,2.06,1037.35,-243.3,0.00075,0.0005,38.24,-34.75

147,9,30,200,14,3,3.0,10000,11091.31,1091.31,10.91,23.52,0.06,0.03,1.06,22.15,169,26.04,1.1,6.46,1053.06,-295.93,0.00075,0.0005,38.24,-27.33

148,9,30,200,14,5,2.0,10000,9584.99,-415.01,-4.15,-8.28,-0.01,-0.0,-0.28,29.19,155,25.16,0.95,-2.68,987.96,-206.59,0.00075,0.0005,38.24,-42.39

149,9,30,200,14,5,2.5,10000,9165.62,-834.38,-8.34,-16.28,-0.03,-0.01,-0.55,29.79,155,25.16,0.91,-5.38,962.21,-226.4,0.00075,0.0005,38.24,-46.58

150,9,30,200,14,5,3.0,10000,9271.16,-728.84,-7.29,-14.3,-0.03,-0.01,-0.48,29.85,155,26.45,0.92,-4.7,976.79,-275.38,0.00075,0.0005,38.24,-45.53

151,9,30,200,14,7,2.0,10000,10063.3,63.3,0.63,1.29,0.02,0.01,0.05,25.71,148,25.68,1.01,0.43,1021.85,-206.73,0.00075,0.0005,38.24,-37.61

152,9,30,200,14,7,2.5,10000,9780.58,-219.42,-2.19,-4.42,0.0,0.0,-0.17,25.82,148,25.68,0.98,-1.48,1000.62,-232.7,0.00075,0.0005,38.24,-40.43

153,9,30,200,14,7,3.0,10000,9943.18,-56.82,-0.57,-1.16,0.01,0.0,-0.04,26.21,148,27.03,0.99,-0.38,1023.21,-284.5,0.00075,0.0005,38.24,-38.81

154,9,30,200,20,3,2.0,10000,8826.06,-1173.94,-11.74,-22.48,-0.06,-0.03,-1.13,19.91,163,22.09,0.87,-7.2,699.38,-168.65,0.00075,0.0005,38.24,-49.98

155,9,30,200,20,3,2.5,10000,9463.11,-536.89,-5.37,-10.64,-0.01,-0.01,-0.51,20.71,163,22.7,0.94,-3.29,928.97,-205.61,0.00075,0.0005,38.24,-43.61

156,9,30,200,20,3,3.0,10000,9521.36,-478.64,-4.79,-9.52,-0.01,-0.0,-0.43,21.97,163,23.31,0.95,-2.94,905.37,-240.57,0.00075,0.0005,38.24,-43.03

157,9,30,200,20,5,2.0,10000,9169.33,-830.67,-8.31,-16.21,-0.04,-0.02,-0.61,26.41,147,26.53,0.9,-5.65,792.88,-179.85,0.00075,0.0005,38.24,-46.55

158,9,30,200,20,5,2.5,10000,9915.64,-84.36,-0.84,-1.71,0.01,0.0,-0.06,27.22,147,27.21,0.99,-0.57,999.26,-213.9,0.00075,0.0005,38.24,-39.08

159,9,30,200,20,5,3.0,10000,9474.49,-525.51,-5.26,-10.42,-0.01,-0.01,-0.37,28.2,147,27.21,0.94,-3.57,977.18,-250.19,0.00075,0.0005,38.24,-43.5

160,9,30,200,20,7,2.0,10000,9544.32,-455.68,-4.56,-9.07,-0.02,-0.01,-0.4,22.48,134,26.87,0.94,-3.4,781.84,-178.51,0.00075,0.0005,38.24,-42.8

161,9,30,200,20,7,2.5,10000,10430.09,430.09,4.3,8.97,0.04,0.01,0.39,22.83,134,27.61,1.05,3.21,1020.48,-217.82,0.00075,0.0005,38.24,-33.94

162,9,30,200,20,7,3.0,10000,10070.04,70.04,0.7,1.43,0.02,0.01,0.06,23.73,134,27.61,1.01,0.52,1004.46,-256.44,0.00075,0.0005,38.24,-37.54

163,12,21,100,14,3,2.0,10000,10056.36,56.36,0.56,1.15,0.02,0.01,0.06,20.2,168,26.19,1.01,0.34,1265.58,-188.85,0.00075,0.0005,38.24,-37.68

164,12,21,100,14,3,2.5,10000,10257.49,257.49,2.57,5.32,0.03,0.01,0.3,17.71,168,27.38,1.03,1.53,1247.6,-230.11,0.00075,0.0005,38.24,-35.67

165,12,21,100,14,3,3.0,10000,9862.66,-137.34,-1.37,-2.78,0.01,0.0,-0.14,20.32,168,27.38,0.99,-0.82,1242.58,-236.38,0.00075,0.0005,38.24,-39.61

166,12,21,100,14,5,2.0,10000,9935.12,-64.88,-0.65,-1.32,0.01,0.0,-0.06,20.71,168,27.98,0.99,-0.39,1228.93,-195.13,0.00075,0.0005,38.24,-38.89

167,12,21,100,14,5,2.5,10000,10295.96,295.96,2.96,6.13,0.03,0.01,0.34,17.88,168,29.17,1.03,1.76,1208.2,-236.55,0.00075,0.0005,38.24,-35.28

168,12,21,100,14,5,3.0,10000,9964.48,-35.52,-0.36,-0.72,0.01,0.0,-0.04,19.13,168,29.17,1.0,-0.21,1199.02,-279.82,0.00075,0.0005,38.24,-38.6

169,12,21,100,14,7,2.0,10000,10408.44,408.44,4.08,8.51,0.03,0.01,0.53,16.15,159,28.3,1.04,2.57,1223.34,-177.93,0.00075,0.0005,38.24,-34.16

170,12,21,100,14,7,2.5,10000,11520.56,1520.56,15.21,33.46,0.09,0.03,2.6,12.85,159,30.19,1.16,9.56,1287.44,-231.24,0.00075,0.0005,38.24,-23.03

171,12,21,100,14,7,3.0,10000,11181.87,1181.87,11.82,25.58,0.07,0.03,1.81,14.12,159,30.19,1.12,7.43,1284.62,-240.11,0.00075,0.0005,38.24,-26.42

172,12,21,100,20,3,2.0,10000,9873.7,-126.3,-1.26,-2.56,0.01,0.0,-0.16,16.3,163,25.77,0.99,-0.77,1185.46,-177.93,0.00075,0.0005,38.24,-39.5

173,12,21,100,20,3,2.5,10000,10326.03,326.03,3.26,6.76,0.03,0.01,0.51,13.31,163,26.99,1.03,2.0,1190.68,-217.99,0.00075,0.0005,38.24,-34.98

174,12,21,100,20,3,3.0,10000,9801.76,-198.24,-1.98,-4.0,0.0,0.0,-0.25,15.95,163,26.99,0.98,-1.22,1171.4,-255.87,0.00075,0.0005,38.24,-40.22

175,12,21,100,20,5,2.0,10000,9489.71,-510.29,-5.1,-10.13,-0.02,-0.01,-0.48,20.89,152,28.29,0.94,-3.36,1206.42,-179.66,0.00075,0.0005,38.24,-43.34

176,12,21,100,20,5,2.5,10000,10065.86,65.86,0.66,1.35,0.02,0.01,0.08,16.48,152,29.61,1.01,0.43,1211.73,-219.53,0.00075,0.0005,38.24,-37.58

177,12,21,100,20,5,3.0,10000,9611.09,-388.91,-3.89,-7.77,-0.01,-0.0,-0.41,18.81,152,29.61,0.96,-2.56,1190.27,-257.01,0.00075,0.0005,38.24,-42.13

178,12,21,100,20,7,2.0,10000,9068.61,-931.39,-9.31,-18.07,-0.06,-0.02,-1.07,16.97,143,27.97,0.88,-6.51,540.69,-177.19,0.00075,0.0005,38.24,-47.55

179,12,21,100,20,7,2.5,10000,9639.13,-360.87,-3.61,-7.22,-0.01,-0.0,-0.64,11.28,143,29.37,0.95,-2.52,544.21,-217.13,0.00075,0.0005,38.24,-41.85

180,12,21,100,20,7,3.0,10000,9255.68,-744.32,-7.44,-14.59,-0.04,-0.01,-1.04,13.99,143,29.37,0.9,-5.21,538.11,-255.57,0.00075,0.0005,38.24,-45.68

181,12,21,150,14,3,2.0,10000,10110.42,110.42,1.1,2.26,0.02,0.01,0.12,18.68,171,26.9,1.01,0.65,1215.71,-182.15,0.00075,0.0005,38.24,-37.14

182,12,21,150,14,3,2.5,10000,10356.21,356.21,3.56,7.4,0.03,0.01,0.44,16.76,171,28.07,1.04,2.08,1200.27,-221.94,0.00075,0.0005,38.24,-34.68

183,12,21,150,14,3,3.0,10000,9960.38,-39.62,-0.4,-0.81,0.01,0.0,-0.04,18.71,171,28.07,1.0,-0.23,1196.35,-236.38,0.00075,0.0005,38.24,-38.64

184,12,21,150,14,5,2.0,10000,9820.95,-179.05,-1.79,-3.62,0.0,0.0,-0.17,20.79,165,28.48,0.98,-1.09,1201.36,-188.21,0.00075,0.0005,38.24,-40.03

185,12,21,150,14,5,2.5,10000,10157.7,157.7,1.58,3.24,0.02,0.01,0.18,18.39,165,29.7,1.02,0.96,1180.01,-228.15,0.00075,0.0005,38.24,-36.66

186,12,21,150,14,5,3.0,10000,9806.75,-193.25,-1.93,-3.9,0.0,0.0,-0.19,20.06,165,29.7,0.98,-1.17,1171.04,-269.89,0.00075,0.0005,38.24,-40.17

187,12,21,150,14,7,2.0,10000,10261.03,261.03,2.61,5.39,0.03,0.01,0.33,16.23,158,28.48,1.03,1.65,1186.63,-171.61,0.00075,0.0005,38.24,-35.63

188,12,21,150,14,7,2.5,10000,11434.75,1434.75,14.35,31.44,0.08,0.03,2.35,13.39,158,30.38,1.15,9.08,1248.81,-223.03,0.00075,0.0005,38.24,-23.89

189,12,21,150,14,7,3.0,10000,11123.31,1123.31,11.23,24.24,0.07,0.02,1.6,15.11,158,30.38,1.12,7.11,1246.07,-239.72,0.00075,0.0005,38.24,-27.01

190,12,21,150,20,3,2.0,10000,9883.13,-116.87,-1.17,-2.37,0.01,0.0,-0.16,14.43,164,26.22,0.99,-0.71,1139.08,-171.61,0.00075,0.0005,38.24,-39.41

191,12,21,150,20,3,2.5,10000,10351.77,351.77,3.52,7.3,0.03,0.01,0.6,12.13,164,27.44,1.04,2.14,1143.99,-210.25,0.00075,0.0005,38.24,-34.72

192,12,21,150,20,3,3.0,10000,9857.66,-142.34,-1.42,-2.88,0.01,0.0,-0.22,13.14,164,27.44,0.99,-0.87,1128.0,-246.79,0.00075,0.0005,38.24,-39.66

193,12,21,150,20,5,2.0,10000,9360.48,-639.52,-6.4,-12.61,-0.03,-0.01,-0.65,19.46,150,28.67,0.93,-4.26,1168.92,-173.28,0.00075,0.0005,38.24,-44.64

194,12,21,150,20,5,2.5,10000,9896.71,-103.29,-1.03,-2.09,0.01,0.0,-0.13,16.38,150,30.0,0.99,-0.69,1172.87,-211.74,0.00075,0.0005,38.24,-39.27

195,12,21,150,20,5,3.0,10000,9419.54,-580.46,-5.8,-11.48,-0.02,-0.01,-0.64,18.04,150,30.0,0.93,-3.87,1152.11,-247.89,0.00075,0.0005,38.24,-44.04

196,12,21,150,20,7,2.0,10000,9070.41,-929.59,-9.3,-18.04,-0.06,-0.02,-1.2,15.05,140,28.57,0.87,-6.64,524.98,-170.9,0.00075,0.0005,38.24,-47.54

197,12,21,150,20,7,2.5,10000,9681.65,-318.35,-3.18,-6.38,-0.01,-0.0,-0.5,12.79,140,30.0,0.96,-2.27,528.4,-209.42,0.00075,0.0005,38.24,-41.42

198,12,21,150,20,7,3.0,10000,9329.45,-670.55,-6.71,-13.2,-0.04,-0.01,-0.97,13.62,140,30.0,0.91,-4.79,522.47,-246.5,0.00075,0.0005,38.24,-44.95

199,12,21,200,14,3,2.0,10000,10019.35,19.35,0.19,0.39,0.01,0.01,0.02,19.63,162,26.54,1.0,0.12,1182.03,-177.59,0.00075,0.0005,38.24,-38.05

200,12,21,200,14,3,2.5,10000,10186.51,186.51,1.87,3.84,0.02,0.01,0.21,18.35,162,27.78,1.02,1.15,1164.07,-215.84,0.00075,0.0005,38.24,-36.37

201,12,21,200,14,3,3.0,10000,9801.81,-198.19,-1.98,-4.0,0.0,0.0,-0.2,20.44,162,27.78,0.98,-1.22,1160.25,-236.38,0.00075,0.0005,38.24,-40.22

202,12,21,200,14,5,2.0,10000,9516.84,-483.16,-4.83,-9.6,-0.01,-0.01,-0.43,22.51,156,27.56,0.95,-3.1,1146.03,-182.1,0.00075,0.0005,38.24,-43.07

203,12,21,200,14,5,2.5,10000,9732.91,-267.09,-2.67,-5.37,-0.0,-0.0,-0.26,20.71,156,28.85,0.97,-1.71,1121.13,-220.48,0.00075,0.0005,38.24,-40.91

204,12,21,200,14,5,3.0,10000,9382.8,-617.2,-6.17,-12.18,-0.02,-0.01,-0.55,22.19,156,28.85,0.93,-3.96,1109.47,-260.81,0.00075,0.0005,38.24,-44.41

205,12,21,200,14,7,2.0,10000,10377.02,377.02,3.77,7.84,0.03,0.01,0.47,16.6,150,28.67,1.04,2.51,1174.63,-172.3,0.00075,0.0005,38.24,-34.47

206,12,21,200,14,7,2.5,10000,10726.63,726.63,7.27,15.38,0.05,0.02,1.07,14.34,150,30.0,1.08,4.84,1157.97,-210.35,0.00075,0.0005,38.24,-30.97

207,12,21,200,14,7,3.0,10000,10406.19,406.19,4.06,8.46,0.03,0.01,0.54,15.77,150,30.0,1.05,2.71,1152.2,-237.67,0.00075,0.0005,38.24,-34.18

208,12,21,200,20,3,2.0,10000,9884.21,-115.79,-1.16,-2.35,0.01,0.0,-0.15,15.23,156,26.28,0.99,-0.74,1107.49,-167.31,0.00075,0.0005,38.24,-39.4

209,12,21,200,20,3,2.5,10000,10273.57,273.57,2.74,5.66,0.03,0.01,0.39,14.48,156,27.56,1.03,1.75,1109.6,-204.49,0.00075,0.0005,38.24,-35.5

210,12,21,200,20,3,3.0,10000,9768.47,-231.53,-2.32,-4.66,0.0,0.0,-0.3,15.53,156,27.56,0.97,-1.48,1093.95,-240.0,0.00075,0.0005,38.24,-40.56

211,12,21,200,20,5,2.0,10000,9562.11,-437.89,-4.38,-8.73,-0.01,-0.01,-0.42,20.64,143,28.67,0.95,-3.06,1153.77,-171.04,0.00075,0.0005,38.24,-42.62

212,12,21,200,20,5,2.5,10000,9841.66,-158.34,-1.58,-3.2,0.0,0.0,-0.17,18.99,143,30.07,0.98,-1.11,1135.72,-208.5,0.00075,0.0005,38.24,-39.82

213,12,21,200,20,5,3.0,10000,9357.94,-642.06,-6.42,-12.66,-0.02,-0.01,-0.62,20.42,143,30.07,0.93,-4.49,1112.4,-244.07,0.00075,0.0005,38.24,-44.66

214,12,21,200,20,7,2.0,10000,8995.21,-1004.79,-10.05,-19.42,-0.06,-0.02,-1.23,15.76,135,28.15,0.86,-7.44,520.63,-169.48,0.00075,0.0005,38.24,-48.29

215,12,21,200,20,7,2.5,10000,9338.32,-661.68,-6.62,-13.03,-0.04,-0.01,-0.96,13.52,135,29.63,0.91,-4.9,515.31,-207.69,0.00075,0.0005,38.24,-44.86

216,12,21,200,20,7,3.0,10000,8979.66,-1020.34,-10.2,-19.7,-0.06,-0.02,-1.24,15.9,135,29.63,0.86,-7.56,508.13,-244.46,0.00075,0.0005,38.24,-48.44

217,12,26,100,14,3,2.0,10000,12028.8,2028.8,20.29,45.74,0.1,0.05,2.5,18.32,153,28.1,1.19,13.26,1134.71,-226.52,0.00075,0.0005,38.24,-17.95

218,12,26,100,14,3,2.5,10000,12523.25,2523.25,25.23,58.22,0.12,0.05,3.51,16.58,153,30.07,1.23,16.49,1164.0,-272.38,0.00075,0.0005,38.24,-13.01

219,12,26,100,14,3,3.0,10000,14339.97,4339.97,43.4,108.55,0.18,0.07,6.95,15.61,153,32.68,1.37,28.37,1264.64,-332.73,0.00075,0.0005,38.24,5.16

220,12,26,100,14,5,2.0,10000,10385.21,385.21,3.85,8.01,0.03,0.01,0.34,23.38,146,29.45,1.04,2.64,1041.73,-206.44,0.00075,0.0005,38.24,-34.39

221,12,26,100,14,5,2.5,10000,10799.09,799.09,7.99,16.97,0.05,0.02,0.82,20.71,146,31.51,1.09,5.47,1063.8,-251.96,0.00075,0.0005,38.24,-30.25

222,12,26,100,14,5,3.0,10000,11627.07,1627.07,16.27,35.99,0.09,0.03,1.73,20.8,146,33.56,1.17,11.14,1155.78,-307.78,0.00075,0.0005,38.24,-21.97

223,12,26,100,14,7,2.0,10000,10388.01,388.01,3.88,8.07,0.03,0.01,0.36,22.7,139,28.78,1.05,2.79,1035.58,-204.95,0.00075,0.0005,38.24,-34.36

224,12,26,100,14,7,2.5,10000,11450.38,1450.38,14.5,31.81,0.08,0.03,1.55,20.53,139,30.94,1.16,10.43,1125.43,-262.13,0.00075,0.0005,38.24,-23.74

225,12,26,100,14,7,3.0,10000,12385.12,2385.12,23.85,54.68,0.12,0.04,2.69,20.36,139,33.09,1.25,17.16,1228.01,-320.89,0.00075,0.0005,38.24,-14.39

226,12,26,100,20,3,2.0,10000,9892.47,-107.53,-1.08,-2.18,0.01,0.0,-0.12,18.72,152,25.66,0.99,-0.71,728.95,-181.79,0.00075,0.0005,38.24,-39.32

227,12,26,100,20,3,2.5,10000,11419.1,1419.1,14.19,31.07,0.08,0.03,1.77,17.57,152,28.29,1.14,9.34,1057.5,-231.49,0.00075,0.0005,38.24,-24.05

228,12,26,100,20,3,3.0,10000,11605.54,1605.54,16.06,35.48,0.09,0.03,2.0,17.78,152,28.95,1.15,10.56,1036.75,-271.45,0.00075,0.0005,38.24,-22.18

229,12,26,100,20,5,2.0,10000,9654.8,-345.2,-3.45,-6.91,-0.01,-0.0,-0.31,22.31,136,29.41,0.96,-2.54,743.12,-186.08,0.00075,0.0005,38.24,-41.69

230,12,26,100,20,5,2.5,10000,11284.19,1284.19,12.84,27.94,0.08,0.03,1.39,20.17,136,32.35,1.15,9.44,1094.49,-237.49,0.00075,0.0005,38.24,-25.4

231,12,26,100,20,5,3.0,10000,10898.38,898.38,8.98,19.17,0.06,0.02,0.91,21.0,136,32.35,1.1,6.61,1077.89,-279.13,0.00075,0.0005,38.24,-29.26

232,12,26,100,20,7,2.0,10000,9570.87,-429.13,-4.29,-8.56,-0.02,-0.01,-0.4,21.25,130,27.69,0.94,-3.3,714.98,-185.13,0.00075,0.0005,38.24,-42.53

233,12,26,100,20,7,2.5,10000,10525.3,525.3,5.25,11.0,0.04,0.01,0.54,20.38,130,29.23,1.06,4.04,1034.97,-225.81,0.00075,0.0005,38.24,-32.99

234,12,26,100,20,7,3.0,10000,10174.11,174.11,1.74,3.58,0.02,0.01,0.17,21.02,130,29.23,1.02,1.34,1017.37,-264.91,0.00075,0.0005,38.24,-36.5

235,12,26,150,14,3,2.0,10000,12510.74,2510.74,25.11,57.9,0.12,0.06,3.16,18.31,156,28.85,1.24,16.09,1122.95,-235.54,0.00075,0.0005,38.24,-13.13

236,12,26,150,14,3,2.5,10000,13170.21,3170.21,31.7,75.33,0.14,0.06,4.91,15.33,156,30.77,1.29,20.32,1156.82,-272.38,0.00075,0.0005,38.24,-6.54

237,12,26,150,14,3,3.0,10000,15098.09,5098.09,50.98,131.65,0.2,0.08,8.64,15.23,156,33.33,1.43,32.68,1256.84,-332.73,0.00075,0.0005,38.24,12.74

238,12,26,150,14,5,2.0,10000,10447.05,447.05,4.47,9.33,0.04,0.02,0.39,23.85,146,29.45,1.05,3.06,1023.01,-208.97,0.00075,0.0005,38.24,-33.77

239,12,26,150,14,5,2.5,10000,10928.2,928.2,9.28,19.84,0.06,0.02,0.94,21.17,146,31.51,1.1,6.36,1050.48,-247.3,0.00075,0.0005,38.24,-28.96

240,12,26,150,14,5,3.0,10000,11830.87,1830.87,18.31,40.89,0.1,0.04,1.96,20.82,146,33.56,1.19,12.54,1141.31,-302.09,0.00075,0.0005,38.24,-19.93

241,12,26,150,14,7,2.0,10000,10620.75,620.75,6.21,13.07,0.05,0.02,0.61,21.25,140,29.29,1.07,4.43,1034.53,-205.7,0.00075,0.0005,38.24,-32.03

242,12,26,150,14,7,2.5,10000,11837.44,1837.44,18.37,41.05,0.1,0.04,2.18,18.81,140,31.43,1.2,13.12,1129.06,-262.13,0.00075,0.0005,38.24,-19.87

243,12,26,150,14,7,3.0,10000,12818.46,2818.46,28.18,65.92,0.14,0.05,3.51,18.8,140,33.57,1.29,20.13,1231.97,-320.89,0.00075,0.0005,38.24,-10.06

244,12,26,150,20,3,2.0,10000,9814.45,-185.55,-1.86,-3.75,0.0,0.0,-0.2,18.67,155,25.16,0.98,-1.2,731.56,-181.79,0.00075,0.0005,38.24,-40.1

245,12,26,150,20,3,2.5,10000,11415.78,1415.78,14.16,31.0,0.08,0.03,1.88,16.53,155,27.74,1.14,9.13,1050.97,-231.49,0.00075,0.0005,38.24,-24.08

246,12,26,150,20,3,3.0,10000,11709.15,1709.15,17.09,37.95,0.09,0.03,2.25,16.84,155,28.39,1.16,11.03,1030.35,-271.45,0.00075,0.0005,38.24,-21.15

247,12,26,150,20,5,2.0,10000,9545.59,-454.41,-4.54,-9.05,-0.02,-0.01,-0.4,22.83,138,28.99,0.94,-3.29,739.69,-186.08,0.00075,0.0005,38.24,-42.78

248,12,26,150,20,5,2.5,10000,11207.48,1207.48,12.07,26.17,0.07,0.03,1.26,20.69,138,31.88,1.14,8.75,1091.33,-237.49,0.00075,0.0005,38.24,-26.17

249,12,26,150,20,5,3.0,10000,10890.91,890.91,8.91,19.01,0.06,0.02,0.9,21.02,138,31.88,1.1,6.46,1074.77,-279.13,0.00075,0.0005,38.24,-29.33

250,12,26,150,20,7,2.0,10000,9825.75,-174.25,-1.74,-3.52,0.0,0.0,-0.17,20.9,131,28.24,0.98,-1.33,724.33,-185.13,0.00075,0.0005,38.24,-39.98

251,12,26,150,20,7,2.5,10000,10915.55,915.55,9.16,19.56,0.06,0.02,0.99,19.8,131,29.77,1.11,6.99,1038.31,-225.81,0.00075,0.0005,38.24,-29.08

252,12,26,150,20,7,3.0,10000,10584.95,584.95,5.85,12.29,0.04,0.01,0.6,20.43,131,29.77,1.07,4.47,1020.65,-264.91,0.00075,0.0005,38.24,-32.39

253,12,26,200,14,3,2.0,10000,12589.57,2589.57,25.9,59.93,0.12,0.06,3.04,19.74,146,28.08,1.26,17.74,1100.84,-241.26,0.00075,0.0005,38.24,-12.34

254,12,26,200,14,3,2.5,10000,12511.52,2511.52,25.12,57.92,0.12,0.05,3.26,17.78,146,29.45,1.25,17.2,1082.64,-255.62,0.00075,0.0005,38.24,-13.12

255,12,26,200,14,3,3.0,10000,14460.12,4460.12,44.6,112.13,0.18,0.07,6.44,17.42,146,32.19,1.42,30.55,1176.22,-312.24,0.00075,0.0005,38.24,6.36

256,12,26,200,14,5,2.0,10000,10548.8,548.8,5.49,11.51,0.04,0.02,0.45,25.48,139,28.78,1.06,3.95,1010.22,-215.61,0.00075,0.0005,38.24,-32.75

257,12,26,200,14,5,2.5,10000,10342.15,342.15,3.42,7.1,0.03,0.01,0.29,24.57,139,29.5,1.04,2.46,990.33,-233.78,0.00075,0.0005,38.24,-34.82

258,12,26,200,14,5,3.0,10000,11219.8,1219.8,12.2,26.45,0.07,0.03,1.08,24.39,139,31.65,1.13,8.78,1075.93,-285.56,0.00075,0.0005,38.24,-26.04

259,12,26,200,14,7,2.0,10000,10952.04,952.04,9.52,20.37,0.06,0.03,0.89,22.93,129,28.68,1.12,7.38,1050.09,-216.75,0.00075,0.0005,38.24,-28.72

260,12,26,200,14,7,2.5,10000,10778.1,778.1,7.78,16.51,0.05,0.02,0.74,22.31,129,28.68,1.1,6.03,1035.01,-241.26,0.00075,0.0005,38.24,-30.46

261,12,26,200,14,7,3.0,10000,11718.65,1718.65,17.19,38.18,0.1,0.03,1.71,22.34,129,31.01,1.2,13.32,1129.34,-295.35,0.00075,0.0005,38.24,-21.05

262,12,26,200,20,3,2.0,10000,9794.85,-205.15,-2.05,-4.14,0.0,0.0,-0.2,20.34,148,24.32,0.98,-1.39,721.99,-179.04,0.00075,0.0005,38.24,-40.29

263,12,26,200,20,3,2.5,10000,10801.33,801.33,8.01,17.02,0.05,0.02,0.89,19.12,148,26.35,1.09,5.41,978.8,-216.16,0.00075,0.0005,38.24,-30.23

264,12,26,200,20,3,3.0,10000,11107.36,1107.36,11.07,23.88,0.07,0.02,1.22,19.53,148,27.03,1.11,7.48,959.47,-253.45,0.00075,0.0005,38.24,-27.17

265,12,26,200,20,5,2.0,10000,9571.43,-428.57,-4.29,-8.54,-0.02,-0.01,-0.33,25.79,132,28.03,0.94,-3.25,747.08,-186.1,0.00075,0.0005,38.24,-42.53

266,12,26,200,20,5,2.5,10000,10524.21,524.21,5.24,10.98,0.04,0.02,0.43,25.47,132,29.55,1.06,3.97,1026.95,-224.53,0.00075,0.0005,38.24,-33.0

267,12,26,200,20,5,3.0,10000,10239.01,239.01,2.39,4.93,0.03,0.01,0.19,25.99,132,29.55,1.03,1.81,1011.25,-263.87,0.00075,0.0005,38.24,-35.85

268,12,26,200,20,7,2.0,10000,9843.1,-156.9,-1.57,-3.17,0.0,0.0,-0.15,21.78,122,27.87,0.98,-1.29,729.13,-184.47,0.00075,0.0005,38.24,-39.81

